"found minimum of total cost(lower,level,upper,marginal)","-INF",656.05,"+INF",0.00
"sum_of_heat_supply",1111.64
"sum_of_heat_drain",4465.70
"sum_of_mining_revenue",0.00
"sum_of_heating_cost",446.19
"sum_of_capital_investment",1474.00
"sum_of_capital_cost",18384.46
"mining_revenue_per_kwh",0.33
