"hour","mining_revenue","total_heating_cost_per_hour","total_heat_supply_per_hour","total_heat_drain_per_hour","electric_heating_cost_per_hour","electric_heat_supply_per_hour","gas_heating_cost_per_hour","gas_heat_supply_per_hour","mining_heating_cost_per_hour","mining_heat_supply_per_hour","ac_heating_cost_per_hour","ac_heat_supply_per_hour","ac_heat_drain_per_hour","temperature_ambient","temperature_interior","temperature_envelope"
115.00,0.00,0.05,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.65,0.00,14.16,19.50,19.18
116.00,0.00,0.04,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.44,0.00,14.91,19.50,19.19
117.00,0.00,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.26,0.00,15.29,19.50,19.20
118.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,15.55,19.50,19.21
119.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.76,19.50,19.22
120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.77,19.58,19.24
121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.78,19.59,19.27
122.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.74,19.61,19.29
123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48,19.54,19.31
124.00,0.00,0.03,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.31,0.00,14.29,19.53,19.31
125.00,0.00,0.03,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.43,0.00,13.65,19.50,19.29
126.00,0.00,0.04,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.53,0.00,13.35,19.50,19.26
127.00,0.00,0.05,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.60,0.00,13.55,19.50,19.24
128.00,0.00,0.05,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.66,0.00,13.31,19.50,19.22
129.00,0.00,0.06,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.71,0.00,13.32,19.50,19.20
130.00,0.00,0.06,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.75,0.00,13.30,19.50,19.19
131.00,0.00,0.06,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.78,0.00,13.31,19.50,19.18
132.00,0.00,0.06,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.81,0.00,13.35,19.50,19.17
133.00,0.00,0.07,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.82,0.00,13.55,19.50,19.16
134.00,0.00,0.06,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.81,0.00,13.83,19.50,19.16
135.00,0.00,0.06,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.80,0.00,14.00,19.50,19.16
136.00,0.00,0.06,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.78,0.00,14.06,19.50,19.17
137.00,0.00,0.06,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.77,0.00,14.07,19.50,19.17
138.00,0.00,0.06,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.76,0.00,14.05,19.50,19.18
139.00,0.00,0.05,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.61,0.00,14.15,19.50,19.18
140.00,0.00,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.28,0.00,14.48,19.50,19.18
141.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.97,19.50,19.19
142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48,19.54,19.20
