"found minimum of total cost",-29089.96
"sum_of_heat_supply",427348.61
"sum_of_heat_drain",437239.67
"sum_of_mining_revenue",151781.12
"sum_of_produced_power_pv",0.00
"sum_of_used_power_pv",0.00
"sum_of_pv_revenue",0.00
"sum_of_heating_cost",87683.56
"sum_of_capital_investment",74240.00
"sum_of_capital_cost",86804.37
"mining_revenue_per_kwh",0.36
