"found minimum of total cost",-350.36
"sum_of_heat_supply",27088.28
"sum_of_heat_drain",15823.96
"sum_of_mining_revenue",13913.32
"sum_of_produced_power_pv",0.00
"sum_of_used_power_pv",0.00
"sum_of_pv_revenue",0.00
"sum_of_heating_cost",11417.27
"sum_of_capital_investment",4974.00
"sum_of_capital_cost",5970.29
"mining_revenue_per_kwh",0.53
