1,0.016106
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.024765
10,0.121478
11,0.224495
12,0.342201
13,0.40856
14,0.41193
15,0.447052
16,0.4956
17,0.502756
18,0.495748
19,0.510435
20,0.505335
21,0.462784
22,0.350326
23,0.23243
24,0.116508
25,0.024513
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.016314
34,0.080464
35,0.159732
36,0.240367
37,0.404137
38,0.524826
39,0.5321
40,0.521016
41,0.456415
42,0.467335
43,0.463947
44,0.44776
45,0.409105
46,0.321771
47,0.177964
48,0.068778
49,0.012377
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.014262
58,0.088862
59,0.20749
60,0.375507
61,0.561423
62,0.69337
63,0.741148
64,0.70862
65,0.742192
66,0.678409
67,0.516318
68,0.408347
69,0.353321
70,0.289598
71,0.205596
72,0.09977
73,0.018488
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.004559
82,0.07236
83,0.231243
84,0.378674
85,0.545947
86,0.663895
87,0.827367
88,0.927234
89,0.930759
90,0.855948
91,0.648483
92,0.468857
93,0.349069
94,0.19776
95,0.087429
96,0.032248
97,0.006999
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.019374
106,0.114026
107,0.25498
108,0.331054
109,0.441073
110,0.520899
111,0.337767
112,0.277697
113,0.296359
114,0.238275
115,0.21709
116,0.170998
117,0.147289
118,0.125411
119,0.083587
120,0.054673
121,0.010618
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.013738
130,0.075556
131,0.14565
132,0.218513
133,0.272887
134,0.317945
135,0.392649
136,0.465105
137,0.529218
138,0.556396
139,0.503382
140,0.483444
141,0.437695
142,0.334272
143,0.203251
144,0.096267
145,0.016648
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.011801
154,0.077364
155,0.180892
156,0.298279
157,0.402079
158,0.526649
159,0.640001
160,0.642847
161,0.576042
162,0.417618
163,0.300077
164,0.221114
165,0.187607
166,0.149266
167,0.093645
168,0.044352
169,0.007323
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.007082
178,0.0461
179,0.089943
180,0.120864
181,0.151945
182,0.221633
183,0.299516
184,0.353071
185,0.354628
186,0.325147
187,0.319029
188,0.29456
189,0.272657
190,0.239259
191,0.173544
192,0.093215
193,0.018559
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.018392
202,0.12443
203,0.287635
204,0.438432
205,0.565119
206,0.711072
207,0.805567
208,0.832151
209,0.818427
210,0.768117
211,0.679461
212,0.564418
213,0.427281
214,0.26307
215,0.15943
216,0.074633
217,0.012782
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.009112
226,0.081946
227,0.205302
228,0.351798
229,0.464733
230,0.543754
231,0.563223
232,0.560602
233,0.490705
234,0.415575
235,0.454813
236,0.405042
237,0.284591
238,0.222443
239,0.18135
240,0.071919
241,0.011644
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.006736
250,0.065437
251,0.203385
252,0.420736
253,0.595801
254,0.73063
255,0.81389
256,0.820831
257,0.741821
258,0.700078
259,0.655921
260,0.567368
261,0.430369
262,0.277599
263,0.154618
264,0.06457
265,0.009202
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.005
274,0.058556
275,0.186575
276,0.318534
277,0.419207
278,0.4761
279,0.485943
280,0.582537
281,0.654289
282,0.680934
283,0.664087
284,0.613437
285,0.498072
286,0.329159
287,0.174926
288,0.060133
289,0.008453
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.011122
298,0.083803
299,0.167196
300,0.353972
301,0.527075
302,0.569696
303,0.556338
304,0.554144
