"found minimum of total cost",-32734.03
"sum_of_heat_supply",453474.10
"sum_of_heat_drain",431394.14
"sum_of_mining_revenue",161060.09
"sum_of_produced_power_pv",0.00
"sum_of_used_power_pv",0.00
"sum_of_pv_revenue",0.00
"sum_of_heating_cost",91382.64
"sum_of_capital_investment",77740.00
"sum_of_capital_cost",90676.01
"mining_revenue_per_kwh",0.36
