"hour","mining_revenue","total_heating_cost_per_hour","total_heat_supply_per_hour","total_heat_drain_per_hour","electric_heating_cost_per_hour","electric_heat_supply_per_hour","gas_heating_cost_per_hour","gas_heat_supply_per_hour","mining_heating_cost_per_hour","mining_heat_supply_per_hour","ac_heating_cost_per_hour","ac_heat_supply_per_hour","ac_heat_drain_per_hour","temperature_ambient","temperature_interior","temperature_envelope"
125.00,0.00,0.04,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.48,17.92,20.50,20.52
126.00,0.00,0.08,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.96,19.65,20.50,20.48
127.00,0.00,0.14,0.00,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,1.69,22.60,20.50,20.48
128.00,0.00,0.20,0.00,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,2.45,25.37,20.50,20.51
129.00,0.00,0.25,0.00,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,3.13,27.90,20.50,20.57
130.00,0.00,0.29,0.00,3.66,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,3.66,30.09,20.50,20.65
131.00,0.00,0.32,0.00,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,3.96,31.73,20.50,20.74
132.00,0.00,0.32,0.00,4.01,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,4.01,32.60,20.50,20.83
133.00,0.00,0.31,0.00,3.83,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,3.83,32.72,20.50,20.92
134.00,0.00,0.27,0.00,3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,3.40,32.13,20.50,20.98
135.00,0.00,0.23,0.00,2.81,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,2.81,30.56,20.50,21.02
136.00,0.00,0.18,0.00,2.28,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,2.28,26.53,20.50,21.04
137.00,0.00,0.17,0.00,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,2.08,25.38,20.50,20.99
138.00,0.00,0.15,0.00,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,1.90,24.34,20.50,20.95
139.00,0.00,0.14,0.00,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,1.69,22.89,20.50,20.90
140.00,0.00,0.12,0.00,1.47,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,1.47,21.51,20.50,20.84
141.00,0.00,0.10,0.00,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,1.23,20.27,20.50,20.77
142.00,0.00,0.08,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,1.00,19.21,20.50,20.71
143.00,0.00,0.06,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.77,18.20,20.50,20.64
144.00,0.00,0.04,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.55,17.25,20.50,20.58
145.00,0.00,0.03,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.33,16.32,20.50,20.52
146.00,0.00,0.01,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.12,15.48,20.50,20.46
147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.72,20.50,20.40
148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.02,20.45,20.35
149.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.63,20.38,20.29
150.00,0.00,0.01,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.17,15.03,20.38,20.22
151.00,0.00,0.05,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.63,17.68,20.50,20.19
152.00,0.00,0.11,0.00,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,1.39,20.70,20.50,20.22
153.00,0.00,0.17,0.00,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,2.06,23.54,20.50,20.29
154.00,0.00,0.21,0.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,2.57,26.00,20.50,20.37
155.00,0.00,0.23,0.00,2.87,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,2.87,27.89,20.50,20.47
156.00,0.00,0.23,0.00,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,2.92,29.06,20.50,20.58
157.00,0.00,0.22,0.00,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,2.75,29.41,20.50,20.67
158.00,0.00,0.20,0.00,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,2.45,29.02,20.50,20.75
159.00,0.00,0.16,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,1.98,27.75,20.50,20.80
160.00,0.00,0.13,0.00,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,1.58,24.74,20.50,20.83
161.00,0.00,0.12,0.00,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,1.46,23.61,20.50,20.81
162.00,0.00,0.11,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,1.33,22.39,20.50,20.78
163.00,0.00,0.09,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,1.16,21.07,20.50,20.74
