"heat_source","hour","heat_supply","heat_drain"
"gas",1892.00,0.00,0.00
"gas",1893.00,0.00,0.00
"gas",1894.00,0.00,0.00
"gas",1895.00,0.00,0.00
"gas",1896.00,0.00,0.00
"gas",1897.00,0.00,0.00
"gas",1898.00,0.00,0.00
"gas",1899.00,0.00,0.00
"gas",1900.00,0.00,0.00
"gas",1901.00,0.00,0.00
"gas",1902.00,0.00,0.00
"gas",1903.00,0.00,0.00
"gas",1904.00,0.00,0.00
"gas",1905.00,0.00,0.00
"gas",1906.00,0.00,0.00
"gas",1907.00,0.00,0.00
"gas",1908.00,0.00,0.00
"gas",1909.00,0.00,0.00
"gas",1910.00,0.00,0.00
"gas",1911.00,0.00,0.00
"gas",1912.00,0.00,0.00
"gas",1913.00,0.00,0.00
"gas",1914.00,0.00,0.00
"gas",1915.00,0.00,0.00
"gas",1916.00,0.00,0.00
"gas",1917.00,0.00,0.00
"gas",1918.00,0.00,0.00
"gas",1919.00,0.00,0.00
"gas",1920.00,0.00,0.00
"gas",1921.00,0.00,0.00
"gas",1922.00,0.00,0.00
"gas",1923.00,0.00,0.00
"gas",1924.00,0.00,0.00
"gas",1925.00,0.00,0.00
"gas",1926.00,0.00,0.00
"gas",1927.00,0.00,0.00
"gas",1928.00,0.00,0.00
"gas",1929.00,0.00,0.00
"gas",1930.00,0.00,0.00
"gas",1931.00,0.00,0.00
"gas",1932.00,0.00,0.00
"gas",1933.00,0.00,0.00
"gas",1934.00,0.00,0.00
"gas",1935.00,0.00,0.00
"gas",1936.00,0.00,0.00
"gas",1937.00,0.00,0.00
"gas",1938.00,0.00,0.00
"gas",1939.00,0.00,0.00
"gas",1940.00,0.00,0.00
"gas",1941.00,0.00,0.00
"gas",1942.00,0.00,0.00
"gas",1943.00,0.00,0.00
"gas",1944.00,0.00,0.00
"gas",1945.00,0.00,0.00
"gas",1946.00,0.00,0.00
"gas",1947.00,0.00,0.00
"gas",1948.00,0.00,0.00
"gas",1949.00,0.00,0.00
"gas",1950.00,0.00,0.00
"gas",1951.00,0.00,0.00
"gas",1952.00,0.00,0.00
"gas",1953.00,0.00,0.00
"gas",1954.00,0.00,0.00
"gas",1955.00,0.00,0.00
"gas",1956.00,0.00,0.00
"gas",1957.00,0.00,0.00
"gas",1958.00,0.00,0.00
"gas",1959.00,0.00,0.00
"gas",1960.00,0.00,0.00
"gas",1961.00,0.00,0.00
"gas",1962.00,0.00,0.00
"gas",1963.00,0.00,0.00
"gas",1964.00,0.00,0.00
"gas",1965.00,0.00,0.00
"gas",1966.00,0.00,0.00
"gas",1967.00,0.00,0.00
"gas",1968.00,0.00,0.00
"gas",1969.00,0.00,0.00
"gas",1970.00,0.00,0.00
"gas",1971.00,0.00,0.00
"gas",1972.00,0.00,0.00
"gas",1973.00,0.00,0.00
"gas",1974.00,0.00,0.00
"gas",1975.00,0.00,0.00
"gas",1976.00,0.00,0.00
"gas",1977.00,0.00,0.00
"gas",1978.00,0.00,0.00
"gas",1979.00,0.00,0.00
"gas",1980.00,0.00,0.00
"gas",1981.00,0.00,0.00
"gas",1982.00,0.00,0.00
"gas",1983.00,0.00,0.00
"gas",1984.00,0.00,0.00
"gas",1985.00,0.00,0.00
"gas",1986.00,0.00,0.00
"gas",1987.00,0.00,0.00
"gas",1988.00,0.00,0.00
"gas",1989.00,0.00,0.00
"gas",1990.00,0.00,0.00
"gas",1991.00,0.00,0.00
"gas",1992.00,0.00,0.00
"gas",1993.00,0.00,0.00
"gas",1994.00,0.00,0.00
"gas",1995.00,0.00,0.00
"gas",1996.00,0.00,0.00
"gas",1997.00,0.00,0.00
"gas",1998.00,0.00,0.00
"gas",1999.00,0.00,0.00
"gas",2000.00,0.00,0.00
"gas",2001.00,0.00,0.00
"gas",2002.00,0.00,0.00
"gas",2003.00,0.00,0.00
"gas",2004.00,0.00,0.00
"gas",2005.00,0.00,0.00
"gas",2006.00,0.00,0.00
"gas",2007.00,0.00,0.00
"gas",2008.00,0.00,0.00
"gas",2009.00,0.00,0.00
"gas",2010.00,0.00,0.00
"gas",2011.00,0.00,0.00
"gas",2012.00,0.00,0.00
"gas",2013.00,0.00,0.00
"gas",2014.00,0.00,0.00
"gas",2015.00,0.00,0.00
"gas",2016.00,0.00,0.00
"gas",2017.00,0.00,0.00
"gas",2018.00,0.00,0.00
"gas",2019.00,0.00,0.00
"gas",2020.00,0.00,0.00
"gas",2021.00,0.00,0.00
"gas",2022.00,0.00,0.00
"gas",2023.00,0.00,0.00
"gas",2024.00,0.00,0.00
"gas",2025.00,0.00,0.00
"gas",2026.00,0.00,0.00
"gas",2027.00,0.00,0.00
"gas",2028.00,0.00,0.00
"gas",2029.00,0.00,0.00
"gas",2030.00,0.00,0.00
"gas",2031.00,0.00,0.00
"gas",2032.00,0.00,0.00
"gas",2033.00,0.00,0.00
"gas",2034.00,0.00,0.00
"gas",2035.00,0.00,0.00
"gas",2036.00,0.00,0.00
"gas",2037.00,0.00,0.00
"gas",2038.00,0.00,0.00
"gas",2039.00,0.00,0.00
"gas",2040.00,0.00,0.00
"gas",2041.00,0.00,0.00
"gas",2042.00,0.00,0.00
"gas",2043.00,0.00,0.00
"gas",2044.00,0.00,0.00
"gas",2045.00,0.00,0.00
"gas",2046.00,0.00,0.00
"gas",2047.00,0.00,0.00
"gas",2048.00,0.00,0.00
"gas",2049.00,0.00,0.00
"gas",2050.00,0.00,0.00
"gas",2051.00,0.00,0.00
"gas",2052.00,0.00,0.00
"gas",2053.00,0.00,0.00
"gas",2054.00,0.00,0.00
"gas",2055.00,0.00,0.00
"gas",2056.00,0.00,0.00
"gas",2057.00,0.00,0.00
"gas",2058.00,0.00,0.00
"gas",2059.00,0.00,0.00
"gas",2060.00,0.00,0.00
"gas",2061.00,0.00,0.00
"gas",2062.00,0.00,0.00
"gas",2063.00,0.00,0.00
"gas",2064.00,0.00,0.00
"gas",2065.00,0.00,0.00
"gas",2066.00,0.00,0.00
"gas",2067.00,0.00,0.00
"gas",2068.00,0.00,0.00
"gas",2069.00,0.00,0.00
"gas",2070.00,0.00,0.00
"gas",2071.00,0.00,0.00
"gas",2072.00,0.00,0.00
"gas",2073.00,0.00,0.00
"gas",2074.00,0.00,0.00
"gas",2075.00,0.00,0.00
"gas",2076.00,0.00,0.00
"gas",2077.00,0.00,0.00
"gas",2078.00,0.00,0.00
"gas",2079.00,0.00,0.00
"gas",2080.00,0.00,0.00
"gas",2081.00,0.00,0.00
"gas",2082.00,0.00,0.00
"gas",2083.00,0.00,0.00
"gas",2084.00,0.00,0.00
"gas",2085.00,0.00,0.00
"gas",2086.00,0.00,0.00
"gas",2087.00,0.00,0.00
"gas",2088.00,0.00,0.00
"gas",2089.00,0.00,0.00
"gas",2090.00,0.00,0.00
"gas",2091.00,0.00,0.00
"gas",2092.00,0.00,0.00
"gas",2093.00,0.00,0.00
"gas",2094.00,0.00,0.00
"gas",2095.00,0.00,0.00
"gas",2096.00,0.00,0.00
"gas",2097.00,0.00,0.00
"gas",2098.00,0.00,0.00
"gas",2099.00,0.00,0.00
"gas",2100.00,0.00,0.00
"gas",2101.00,0.00,0.00
"gas",2102.00,0.00,0.00
"gas",2103.00,0.00,0.00
"gas",2104.00,0.00,0.00
"gas",2105.00,0.00,0.00
"gas",2106.00,0.00,0.00
"gas",2107.00,0.00,0.00
"gas",2108.00,0.00,0.00
"gas",2109.00,0.00,0.00
"gas",2110.00,0.00,0.00
"gas",2111.00,0.00,0.00
"gas",2112.00,0.00,0.00
"gas",2113.00,0.00,0.00
"gas",2114.00,0.00,0.00
"gas",2115.00,0.00,0.00
"gas",2116.00,0.00,0.00
"gas",2117.00,0.00,0.00
"gas",2118.00,0.00,0.00
"gas",2119.00,0.00,0.00
"gas",2120.00,0.00,0.00
"gas",2121.00,0.00,0.00
"gas",2122.00,0.00,0.00
"gas",2123.00,0.00,0.00
"gas",2124.00,0.00,0.00
"gas",2125.00,0.00,0.00
"gas",2126.00,0.00,0.00
"gas",2127.00,0.00,0.00
"gas",2128.00,0.00,0.00
"gas",2129.00,0.00,0.00
"gas",2130.00,0.00,0.00
"gas",2131.00,0.00,0.00
"gas",2132.00,0.00,0.00
"gas",2133.00,0.00,0.00
"gas",2134.00,0.00,0.00
"gas",2135.00,0.00,0.00
"gas",2136.00,0.00,0.00
"gas",2137.00,0.00,0.00
"gas",2138.00,0.00,0.00
"gas",2139.00,0.00,0.00
"gas",2140.00,0.00,0.00
"gas",2141.00,0.00,0.00
"gas",2142.00,0.00,0.00
"gas",2143.00,0.00,0.00
"gas",2144.00,0.00,0.00
"gas",2145.00,0.00,0.00
"gas",2146.00,0.00,0.00
"gas",2147.00,0.00,0.00
"gas",2148.00,0.00,0.00
"gas",2149.00,0.00,0.00
"gas",2150.00,0.00,0.00
"gas",2151.00,0.00,0.00
"gas",2152.00,0.00,0.00
"gas",2153.00,0.00,0.00
"gas",2154.00,0.00,0.00
"gas",2155.00,0.00,0.00
"gas",2156.00,0.00,0.00
"gas",2157.00,0.00,0.00
"gas",2158.00,0.00,0.00
"gas",2159.00,0.00,0.00
"gas",2160.00,0.00,0.00
"gas",2161.00,0.00,0.00
"gas",2162.00,0.00,0.00
"gas",2163.00,0.00,0.00
"gas",2164.00,0.00,0.00
"gas",2165.00,0.00,0.00
"gas",2166.00,0.00,0.00
"gas",2167.00,0.00,0.00
"gas",2168.00,0.00,0.00
"gas",2169.00,0.00,0.00
"gas",2170.00,0.00,0.00
"gas",2171.00,0.00,0.00
"gas",2172.00,0.00,0.00
"gas",2173.00,0.00,0.00
"gas",2174.00,0.00,0.00
"gas",2175.00,0.00,0.00
"gas",2176.00,0.00,0.00
"gas",2177.00,0.00,0.00
"gas",2178.00,0.00,0.00
"gas",2179.00,0.00,0.00
"gas",2180.00,0.00,0.00
"gas",2181.00,0.00,0.00
"gas",2182.00,0.00,0.00
"gas",2183.00,0.00,0.00
"gas",2184.00,0.00,0.00
"gas",2185.00,0.00,0.00
"gas",2186.00,0.00,0.00
"gas",2187.00,0.00,0.00
"gas",2188.00,0.00,0.00
"gas",2189.00,0.00,0.00
"gas",2190.00,0.00,0.00
"gas",2191.00,0.00,0.00
"gas",2192.00,0.00,0.00
"gas",2193.00,0.00,0.00
"gas",2194.00,0.00,0.00
"gas",2195.00,0.00,0.00
"gas",2196.00,0.00,0.00
"gas",2197.00,0.00,0.00
"gas",2198.00,0.00,0.00
"gas",2199.00,0.00,0.00
"gas",2200.00,0.00,0.00
"gas",2201.00,0.00,0.00
"gas",2202.00,0.00,0.00
"gas",2203.00,0.00,0.00
"gas",2204.00,0.00,0.00
"gas",2205.00,0.00,0.00
"gas",2206.00,0.00,0.00
"gas",2207.00,0.00,0.00
"gas",2208.00,0.00,0.00
"gas",2209.00,0.00,0.00
"gas",2210.00,0.00,0.00
"gas",2211.00,0.00,0.00
"gas",2212.00,0.00,0.00
"gas",2213.00,0.00,0.00
"gas",2214.00,0.00,0.00
"gas",2215.00,0.00,0.00
"gas",2216.00,0.00,0.00
"gas",2217.00,0.00,0.00
"gas",2218.00,0.00,0.00
"gas",2219.00,0.00,0.00
"gas",2220.00,0.00,0.00
"gas",2221.00,0.00,0.00
"gas",2222.00,0.00,0.00
"gas",2223.00,0.00,0.00
"gas",2224.00,0.00,0.00
"gas",2225.00,0.00,0.00
"gas",2226.00,0.00,0.00
"gas",2227.00,0.00,0.00
"gas",2228.00,0.00,0.00
"gas",2229.00,0.00,0.00
"gas",2230.00,0.00,0.00
"gas",2231.00,0.00,0.00
"gas",2232.00,0.00,0.00
"gas",2233.00,0.00,0.00
"gas",2234.00,0.00,0.00
"gas",2235.00,0.00,0.00
"gas",2236.00,0.00,0.00
"gas",2237.00,0.00,0.00
"gas",2238.00,0.00,0.00
"gas",2239.00,0.00,0.00
"gas",2240.00,0.00,0.00
"gas",2241.00,0.00,0.00
"gas",2242.00,0.00,0.00
"gas",2243.00,0.00,0.00
"gas",2244.00,0.00,0.00
"gas",2245.00,0.00,0.00
"gas",2246.00,0.00,0.00
"gas",2247.00,0.00,0.00
"gas",2248.00,0.00,0.00
"gas",2249.00,0.00,0.00
"gas",2250.00,0.00,0.00
"gas",2251.00,0.00,0.00
"gas",2252.00,0.00,0.00
"gas",2253.00,0.00,0.00
"gas",2254.00,0.00,0.00
"gas",2255.00,0.00,0.00
"gas",2256.00,0.00,0.00
"gas",2257.00,0.00,0.00
"gas",2258.00,0.00,0.00
"gas",2259.00,0.00,0.00
"gas",2260.00,0.00,0.00
"gas",2261.00,0.00,0.00
"gas",2262.00,0.00,0.00
"gas",2263.00,0.00,0.00
"gas",2264.00,0.00,0.00
"gas",2265.00,0.00,0.00
"gas",2266.00,0.00,0.00
"gas",2267.00,0.00,0.00
"gas",2268.00,0.00,0.00
"gas",2269.00,0.00,0.00
"gas",2270.00,0.00,0.00
"gas",2271.00,0.00,0.00
"gas",2272.00,0.00,0.00
"gas",2273.00,0.00,0.00
"gas",2274.00,0.00,0.00
"gas",2275.00,0.00,0.00
"gas",2276.00,0.00,0.00
"gas",2277.00,0.00,0.00
"gas",2278.00,0.00,0.00
"gas",2279.00,0.00,0.00
"gas",2280.00,0.00,0.00
"gas",2281.00,0.00,0.00
"gas",2282.00,0.00,0.00
"gas",2283.00,0.00,0.00
"gas",2284.00,0.00,0.00
"gas",2285.00,0.00,0.00
"gas",2286.00,0.00,0.00
"gas",2287.00,0.00,0.00
"gas",2288.00,0.00,0.00
"gas",2289.00,0.00,0.00
"gas",2290.00,0.00,0.00
"gas",2291.00,0.00,0.00
"gas",2292.00,0.00,0.00
"gas",2293.00,0.00,0.00
"gas",2294.00,0.00,0.00
"gas",2295.00,0.00,0.00
"gas",2296.00,0.00,0.00
"gas",2297.00,0.00,0.00
"gas",2298.00,0.00,0.00
"gas",2299.00,0.00,0.00
"gas",2300.00,0.00,0.00
"gas",2301.00,0.00,0.00
"gas",2302.00,0.00,0.00
"gas",2303.00,0.00,0.00
"gas",2304.00,0.00,0.00
"gas",2305.00,0.00,0.00
"gas",2306.00,0.00,0.00
"gas",2307.00,0.00,0.00
"gas",2308.00,0.00,0.00
"gas",2309.00,0.00,0.00
"gas",2310.00,0.00,0.00
"gas",2311.00,0.00,0.00
"gas",2312.00,0.00,0.00
"gas",2313.00,0.00,0.00
"gas",2314.00,0.00,0.00
"gas",2315.00,0.00,0.00
"gas",2316.00,0.00,0.00
"gas",2317.00,0.00,0.00
"gas",2318.00,0.00,0.00
"gas",2319.00,0.00,0.00
"gas",2320.00,0.00,0.00
"gas",2321.00,0.00,0.00
"gas",2322.00,0.00,0.00
"gas",2323.00,0.00,0.00
"gas",2324.00,0.00,0.00
"gas",2325.00,0.00,0.00
"gas",2326.00,0.00,0.00
"gas",2327.00,0.00,0.00
"gas",2328.00,0.00,0.00
"gas",2329.00,0.00,0.00
"gas",2330.00,0.00,0.00
"gas",2331.00,0.00,0.00
"gas",2332.00,0.00,0.00
"gas",2333.00,0.00,0.00
"gas",2334.00,0.00,0.00
"gas",2335.00,0.00,0.00
"gas",2336.00,0.00,0.00
"gas",2337.00,0.00,0.00
"gas",2338.00,0.00,0.00
"gas",2339.00,0.00,0.00
"gas",2340.00,0.00,0.00
"gas",2341.00,0.00,0.00
"gas",2342.00,0.00,0.00
"gas",2343.00,0.00,0.00
"gas",2344.00,0.00,0.00
"gas",2345.00,0.00,0.00
"gas",2346.00,0.00,0.00
"gas",2347.00,0.00,0.00
"gas",2348.00,0.00,0.00
"gas",2349.00,0.00,0.00
"gas",2350.00,0.00,0.00
"gas",2351.00,0.00,0.00
"gas",2352.00,0.00,0.00
"gas",2353.00,0.00,0.00
"gas",2354.00,0.00,0.00
"gas",2355.00,0.00,0.00
"gas",2356.00,0.00,0.00
"gas",2357.00,0.00,0.00
"gas",2358.00,0.00,0.00
"gas",2359.00,0.00,0.00
"gas",2360.00,0.00,0.00
"gas",2361.00,0.00,0.00
"gas",2362.00,0.00,0.00
"gas",2363.00,0.00,0.00
"gas",2364.00,0.00,0.00
"gas",2365.00,0.00,0.00
"gas",2366.00,0.00,0.00
"gas",2367.00,0.00,0.00
"gas",2368.00,0.00,0.00
"gas",2369.00,0.00,0.00
"gas",2370.00,0.00,0.00
"gas",2371.00,0.00,0.00
"gas",2372.00,0.00,0.00
"gas",2373.00,0.00,0.00
"gas",2374.00,0.00,0.00
"gas",2375.00,0.00,0.00
"gas",2376.00,0.00,0.00
"gas",2377.00,0.00,0.00
"gas",2378.00,0.00,0.00
"gas",2379.00,0.00,0.00
"gas",2380.00,0.00,0.00
"gas",2381.00,0.00,0.00
"gas",2382.00,0.00,0.00
"gas",2383.00,0.00,0.00
"gas",2384.00,0.00,0.00
"gas",2385.00,0.00,0.00
"gas",2386.00,0.00,0.00
"gas",2387.00,0.00,0.00
"gas",2388.00,0.00,0.00
"gas",2389.00,0.00,0.00
"gas",2390.00,0.00,0.00
"gas",2391.00,0.00,0.00
"gas",2392.00,0.00,0.00
"gas",2393.00,0.00,0.00
"gas",2394.00,0.00,0.00
"gas",2395.00,0.00,0.00
"gas",2396.00,0.00,0.00
"gas",2397.00,0.00,0.00
"gas",2398.00,0.00,0.00
"gas",2399.00,0.00,0.00
"gas",2400.00,0.00,0.00
"gas",2401.00,0.00,0.00
"gas",2402.00,0.00,0.00
"gas",2403.00,0.00,0.00
"gas",2404.00,0.00,0.00
"gas",2405.00,0.00,0.00
"gas",2406.00,0.00,0.00
"gas",2407.00,0.00,0.00
"gas",2408.00,0.00,0.00
"gas",2409.00,0.00,0.00
"gas",2410.00,0.00,0.00
"gas",2411.00,0.00,0.00
"gas",2412.00,0.00,0.00
"gas",2413.00,0.00,0.00
"gas",2414.00,0.00,0.00
"gas",2415.00,0.00,0.00
"gas",2416.00,0.00,0.00
"gas",2417.00,0.00,0.00
"gas",2418.00,0.00,0.00
"gas",2419.00,0.00,0.00
"gas",2420.00,0.00,0.00
"gas",2421.00,0.00,0.00
"gas",2422.00,0.00,0.00
"gas",2423.00,0.00,0.00
"gas",2424.00,0.00,0.00
"gas",2425.00,0.00,0.00
"gas",2426.00,0.00,0.00
"gas",2427.00,0.00,0.00
"gas",2428.00,0.00,0.00
"gas",2429.00,0.00,0.00
"gas",2430.00,0.00,0.00
"gas",2431.00,0.00,0.00
"gas",2432.00,0.00,0.00
"gas",2433.00,0.00,0.00
"gas",2434.00,0.00,0.00
"gas",2435.00,0.00,0.00
"gas",2436.00,0.00,0.00
"gas",2437.00,0.00,0.00
"gas",2438.00,0.00,0.00
"gas",2439.00,0.00,0.00
"gas",2440.00,0.00,0.00
"gas",2441.00,0.00,0.00
"gas",2442.00,0.00,0.00
"gas",2443.00,0.00,0.00
"gas",2444.00,0.00,0.00
"gas",2445.00,0.00,0.00
"gas",2446.00,0.00,0.00
"gas",2447.00,0.00,0.00
"gas",2448.00,0.00,0.00
"gas",2449.00,0.00,0.00
"gas",2450.00,0.00,0.00
"gas",2451.00,0.00,0.00
"gas",2452.00,0.00,0.00
"gas",2453.00,0.00,0.00
"gas",2454.00,0.00,0.00
"gas",2455.00,0.00,0.00
"gas",2456.00,0.00,0.00
"gas",2457.00,0.00,0.00
"gas",2458.00,0.00,0.00
"gas",2459.00,0.00,0.00
"gas",2460.00,0.00,0.00
"gas",2461.00,0.00,0.00
"gas",2462.00,0.00,0.00
"gas",2463.00,0.00,0.00
"gas",2464.00,0.00,0.00
"gas",2465.00,0.00,0.00
"gas",2466.00,0.00,0.00
"gas",2467.00,0.00,0.00
"gas",2468.00,0.00,0.00
"gas",2469.00,0.00,0.00
"gas",2470.00,0.00,0.00
"gas",2471.00,0.00,0.00
"gas",2472.00,0.00,0.00
"gas",2473.00,0.00,0.00
"gas",2474.00,0.00,0.00
"gas",2475.00,0.00,0.00
"gas",2476.00,0.00,0.00
"gas",2477.00,0.00,0.00
"gas",2478.00,0.00,0.00
"gas",2479.00,0.00,0.00
"gas",2480.00,0.00,0.00
"gas",2481.00,0.00,0.00
"gas",2482.00,0.00,0.00
"gas",2483.00,0.00,0.00
"gas",2484.00,0.00,0.00
"gas",2485.00,0.00,0.00
"gas",2486.00,0.00,0.00
"gas",2487.00,0.00,0.00
"gas",2488.00,0.00,0.00
"gas",2489.00,0.00,0.00
"gas",2490.00,0.00,0.00
"gas",2491.00,0.00,0.00
"gas",2492.00,0.00,0.00
"gas",2493.00,0.00,0.00
"gas",2494.00,0.00,0.00
"gas",2495.00,0.00,0.00
"gas",2496.00,0.00,0.00
"gas",2497.00,0.00,0.00
"gas",2498.00,0.00,0.00
"gas",2499.00,0.00,0.00
"gas",2500.00,0.00,0.00
"gas",2501.00,0.00,0.00
"gas",2502.00,0.00,0.00
"gas",2503.00,0.00,0.00
"gas",2504.00,0.00,0.00
"gas",2505.00,0.00,0.00
"gas",2506.00,0.00,0.00
"gas",2507.00,0.00,0.00
"gas",2508.00,0.00,0.00
"gas",2509.00,0.00,0.00
"gas",2510.00,0.00,0.00
"gas",2511.00,0.00,0.00
"gas",2512.00,0.00,0.00
"gas",2513.00,0.00,0.00
"gas",2514.00,0.00,0.00
"gas",2515.00,0.00,0.00
"gas",2516.00,0.00,0.00
"gas",2517.00,0.00,0.00
"gas",2518.00,0.00,0.00
"gas",2519.00,0.00,0.00
"gas",2520.00,0.00,0.00
"gas",2521.00,0.00,0.00
"gas",2522.00,0.00,0.00
"gas",2523.00,0.00,0.00
"gas",2524.00,0.00,0.00
"gas",2525.00,0.00,0.00
"gas",2526.00,0.00,0.00
"gas",2527.00,0.00,0.00
"gas",2528.00,0.00,0.00
"gas",2529.00,0.00,0.00
"gas",2530.00,0.00,0.00
"gas",2531.00,0.00,0.00
"gas",2532.00,0.00,0.00
"gas",2533.00,0.00,0.00
"gas",2534.00,0.00,0.00
"gas",2535.00,0.00,0.00
"gas",2536.00,0.00,0.00
"gas",2537.00,0.00,0.00
"gas",2538.00,0.00,0.00
"gas",2539.00,0.00,0.00
"gas",2540.00,0.00,0.00
"gas",2541.00,0.00,0.00
"gas",2542.00,0.00,0.00
"gas",2543.00,0.00,0.00
"gas",2544.00,0.00,0.00
"gas",2545.00,0.00,0.00
"gas",2546.00,0.00,0.00
"gas",2547.00,0.00,0.00
"gas",2548.00,0.00,0.00
"gas",2549.00,0.00,0.00
"gas",2550.00,0.00,0.00
"gas",2551.00,0.00,0.00
"gas",2552.00,0.00,0.00
"gas",2553.00,0.00,0.00
"gas",2554.00,0.00,0.00
"gas",2555.00,0.00,0.00
"gas",2556.00,0.00,0.00
"gas",2557.00,0.00,0.00
"gas",2558.00,0.00,0.00
"gas",2559.00,0.00,0.00
"gas",2560.00,0.00,0.00
"gas",2561.00,0.00,0.00
"gas",2562.00,0.00,0.00
"gas",2563.00,0.00,0.00
"gas",2564.00,0.00,0.00
"gas",2565.00,0.00,0.00
"gas",2566.00,0.00,0.00
"gas",2567.00,0.00,0.00
"gas",2568.00,0.00,0.00
"gas",2569.00,0.00,0.00
"gas",2570.00,0.00,0.00
"gas",2571.00,0.00,0.00
"gas",2572.00,0.00,0.00
"gas",2573.00,0.00,0.00
"gas",2574.00,0.00,0.00
"gas",2575.00,0.00,0.00
"gas",2576.00,0.00,0.00
"gas",2577.00,0.00,0.00
"gas",2578.00,0.00,0.00
"gas",2579.00,0.00,0.00
"gas",2580.00,0.00,0.00
"gas",2581.00,0.00,0.00
"gas",2582.00,0.00,0.00
"gas",2583.00,0.00,0.00
"gas",2584.00,0.00,0.00
"gas",2585.00,0.00,0.00
"gas",2586.00,0.00,0.00
"gas",2587.00,0.00,0.00
"gas",2588.00,0.00,0.00
"gas",2589.00,0.00,0.00
"gas",2590.00,0.00,0.00
"gas",2591.00,0.00,0.00
"gas",2592.00,0.00,0.00
"gas",2593.00,0.00,0.00
"gas",2594.00,0.00,0.00
"gas",2595.00,0.00,0.00
"gas",2596.00,0.00,0.00
"gas",2597.00,0.00,0.00
"gas",2598.00,0.00,0.00
"gas",2599.00,0.00,0.00
"gas",2600.00,0.00,0.00
"gas",2601.00,0.00,0.00
"gas",2602.00,0.00,0.00
"gas",2603.00,0.00,0.00
"gas",2604.00,0.00,0.00
"gas",2605.00,0.00,0.00
"gas",2606.00,0.00,0.00
"gas",2607.00,0.00,0.00
"gas",2608.00,0.00,0.00
"gas",2609.00,0.00,0.00
"gas",2610.00,0.00,0.00
"gas",2611.00,0.00,0.00
"gas",2612.00,0.00,0.00
"gas",2613.00,0.00,0.00
"gas",2614.00,0.00,0.00
"gas",2615.00,0.00,0.00
"gas",2616.00,0.00,0.00
"gas",2617.00,0.00,0.00
"gas",2618.00,0.00,0.00
"gas",2619.00,0.00,0.00
"gas",2620.00,0.00,0.00
"gas",2621.00,0.00,0.00
"gas",2622.00,0.00,0.00
"gas",2623.00,0.00,0.00
"gas",2624.00,0.00,0.00
"gas",2625.00,0.00,0.00
"gas",2626.00,0.00,0.00
"gas",2627.00,0.00,0.00
"gas",2628.00,0.00,0.00
"gas",2629.00,0.00,0.00
"gas",2630.00,0.00,0.00
"gas",2631.00,0.00,0.00
"gas",2632.00,0.00,0.00
"gas",2633.00,0.00,0.00
"gas",2634.00,0.00,0.00
"gas",2635.00,0.00,0.00
"gas",2636.00,0.00,0.00
"gas",2637.00,0.00,0.00
"gas",2638.00,0.00,0.00
"gas",2639.00,0.00,0.00
"gas",2640.00,0.00,0.00
"gas",2641.00,0.00,0.00
"gas",2642.00,0.00,0.00
"gas",2643.00,0.00,0.00
"gas",2644.00,0.00,0.00
"gas",2645.00,0.00,0.00
"gas",2646.00,0.00,0.00
"gas",2647.00,0.00,0.00
"gas",2648.00,0.00,0.00
"gas",2649.00,0.00,0.00
"gas",2650.00,0.00,0.00
"gas",2651.00,0.00,0.00
"gas",2652.00,0.00,0.00
"gas",2653.00,0.00,0.00
"gas",2654.00,0.00,0.00
"gas",2655.00,0.00,0.00
"gas",2656.00,0.00,0.00
"gas",2657.00,0.00,0.00
"gas",2658.00,0.00,0.00
"gas",2659.00,0.00,0.00
"gas",2660.00,0.00,0.00
"gas",2661.00,0.00,0.00
"gas",2662.00,0.00,0.00
"gas",2663.00,0.00,0.00
"gas",2664.00,0.00,0.00
"gas",2665.00,0.00,0.00
"gas",2666.00,0.00,0.00
"gas",2667.00,0.00,0.00
"gas",2668.00,0.00,0.00
"gas",2669.00,0.00,0.00
"gas",2670.00,0.00,0.00
"gas",2671.00,0.00,0.00
"gas",2672.00,0.00,0.00
"gas",2673.00,0.00,0.00
"gas",2674.00,0.00,0.00
"gas",2675.00,0.00,0.00
"gas",2676.00,0.00,0.00
"gas",2677.00,0.00,0.00
"gas",2678.00,0.00,0.00
"gas",2679.00,0.00,0.00
"gas",2680.00,0.00,0.00
"gas",2681.00,0.00,0.00
"gas",2682.00,0.00,0.00
"gas",2683.00,0.00,0.00
"gas",2684.00,0.00,0.00
"gas",2685.00,0.00,0.00
"gas",2686.00,0.00,0.00
"gas",2687.00,0.00,0.00
"gas",2688.00,0.00,0.00
"gas",2689.00,0.00,0.00
"gas",2690.00,0.00,0.00
"gas",2691.00,0.00,0.00
"gas",2692.00,0.00,0.00
"gas",2693.00,0.00,0.00
"gas",2694.00,0.00,0.00
"gas",2695.00,0.00,0.00
"gas",2696.00,0.00,0.00
"gas",2697.00,0.00,0.00
"gas",2698.00,0.00,0.00
"gas",2699.00,0.00,0.00
"gas",2700.00,0.00,0.00
"gas",2701.00,0.00,0.00
"gas",2702.00,0.00,0.00
"gas",2703.00,0.00,0.00
"gas",2704.00,0.00,0.00
"gas",2705.00,0.00,0.00
"gas",2706.00,0.00,0.00
"gas",2707.00,0.00,0.00
"gas",2708.00,0.00,0.00
"gas",2709.00,0.00,0.00
"gas",2710.00,0.00,0.00
"gas",2711.00,0.00,0.00
"gas",2712.00,0.00,0.00
"gas",2713.00,0.00,0.00
