"heat_source","hour","heat_supply","heat_drain"
"mining",345.00,3.00,0.00
"mining",346.00,3.00,0.00
"mining",347.00,3.00,0.00
"mining",348.00,3.00,0.00
"mining",349.00,3.00,0.00
"mining",350.00,3.00,0.00
"mining",351.00,3.00,0.00
"mining",352.00,3.00,0.00
"mining",353.00,3.00,0.00
"mining",354.00,3.00,0.00
"mining",355.00,3.00,0.00
"mining",356.00,3.00,0.00
"mining",357.00,3.00,0.00
"mining",358.00,3.00,0.00
"mining",359.00,3.00,0.00
"mining",360.00,3.00,0.00
"mining",361.00,3.00,0.00
"mining",362.00,3.00,0.00
"mining",363.00,3.00,0.00
"mining",364.00,3.00,0.00
"mining",365.00,3.00,0.00
"mining",366.00,3.00,0.00
"mining",367.00,3.00,0.00
"mining",368.00,3.00,0.00
"mining",369.00,3.00,0.00
"mining",370.00,3.00,0.00
"mining",371.00,3.00,0.00
"mining",372.00,3.00,0.00
"mining",373.00,3.00,0.00
"mining",374.00,3.00,0.00
"mining",375.00,3.00,0.00
"mining",376.00,3.00,0.00
"mining",377.00,3.00,0.00
"mining",378.00,3.00,0.00
"mining",379.00,3.00,0.00
"mining",380.00,3.00,0.00
"mining",381.00,3.00,0.00
"mining",382.00,3.00,0.00
"mining",383.00,3.00,0.00
"mining",384.00,3.00,0.00
"mining",385.00,3.00,0.00
"mining",386.00,3.00,0.00
"mining",387.00,3.00,0.00
"mining",388.00,3.00,0.00
"mining",389.00,3.00,0.00
"mining",390.00,3.00,0.00
"mining",391.00,3.00,0.00
"mining",392.00,3.00,0.00
"mining",393.00,3.00,0.00
"mining",394.00,3.00,0.00
"mining",395.00,3.00,0.00
"mining",396.00,3.00,0.00
"mining",397.00,3.00,0.00
"mining",398.00,3.00,0.00
"mining",399.00,3.00,0.00
"mining",400.00,3.00,0.00
"mining",401.00,3.00,0.00
"mining",402.00,3.00,0.00
"mining",403.00,3.00,0.00
"mining",404.00,3.00,0.00
"mining",405.00,3.00,0.00
"mining",406.00,3.00,0.00
"mining",407.00,3.00,0.00
"mining",408.00,3.00,0.00
"mining",409.00,3.00,0.00
"mining",410.00,3.00,0.00
"mining",411.00,3.00,0.00
"mining",412.00,3.00,0.00
"mining",413.00,3.00,0.00
"mining",414.00,3.00,0.00
"mining",415.00,3.00,0.00
"mining",416.00,3.00,0.00
"mining",417.00,3.00,0.00
"mining",418.00,3.00,0.00
"mining",419.00,3.00,0.00
"mining",420.00,3.00,0.00
"mining",421.00,3.00,0.00
"mining",422.00,3.00,0.00
"mining",423.00,3.00,0.00
"mining",424.00,3.00,0.00
"mining",425.00,3.00,0.00
"mining",426.00,3.00,0.00
"mining",427.00,3.00,0.00
"mining",428.00,3.00,0.00
"mining",429.00,3.00,0.00
"mining",430.00,3.00,0.00
"mining",431.00,3.00,0.00
"mining",432.00,3.00,0.00
"mining",433.00,3.00,0.00
"mining",434.00,3.00,0.00
"mining",435.00,3.00,0.00
"mining",436.00,3.00,0.00
"mining",437.00,3.00,0.00
"mining",438.00,3.00,0.00
"mining",439.00,3.00,0.00
"mining",440.00,3.00,0.00
"mining",441.00,3.00,0.00
"mining",442.00,3.00,0.00
"mining",443.00,3.00,0.00
"mining",444.00,3.00,0.00
"mining",445.00,3.00,0.00
"mining",446.00,3.00,0.00
"mining",447.00,3.00,0.00
"mining",448.00,3.00,0.00
"mining",449.00,3.00,0.00
"mining",450.00,3.00,0.00
"mining",451.00,3.00,0.00
"mining",452.00,3.00,0.00
"mining",453.00,3.00,0.00
"mining",454.00,3.00,0.00
"mining",455.00,3.00,0.00
"mining",456.00,3.00,0.00
"mining",457.00,3.00,0.00
"mining",458.00,3.00,0.00
"mining",459.00,3.00,0.00
"mining",460.00,3.00,0.00
"mining",461.00,3.00,0.00
"mining",462.00,3.00,0.00
"mining",463.00,3.00,0.00
"mining",464.00,3.00,0.00
"mining",465.00,3.00,0.00
"mining",466.00,3.00,0.00
"mining",467.00,3.00,0.00
"mining",468.00,3.00,0.00
"mining",469.00,3.00,0.00
"mining",470.00,3.00,0.00
"mining",471.00,3.00,0.00
"mining",472.00,3.00,0.00
"mining",473.00,3.00,0.00
"mining",474.00,3.00,0.00
"mining",475.00,3.00,0.00
"mining",476.00,3.00,0.00
"mining",477.00,3.00,0.00
"mining",478.00,3.00,0.00
"mining",479.00,3.00,0.00
"mining",480.00,3.00,0.00
"mining",481.00,3.00,0.00
"mining",482.00,3.00,0.00
"mining",483.00,3.00,0.00
"mining",484.00,3.00,0.00
"mining",485.00,3.00,0.00
"mining",486.00,3.00,0.00
"mining",487.00,3.00,0.00
"mining",488.00,3.00,0.00
"mining",489.00,3.00,0.00
"mining",490.00,3.00,0.00
"mining",491.00,3.00,0.00
"mining",492.00,3.00,0.00
"mining",493.00,3.00,0.00
"mining",494.00,3.00,0.00
"mining",495.00,3.00,0.00
"mining",496.00,3.00,0.00
"mining",497.00,3.00,0.00
"mining",498.00,3.00,0.00
"mining",499.00,3.00,0.00
"mining",500.00,3.00,0.00
"mining",501.00,3.00,0.00
"mining",502.00,3.00,0.00
"mining",503.00,3.00,0.00
"mining",504.00,3.00,0.00
"mining",505.00,3.00,0.00
"mining",506.00,3.00,0.00
"mining",507.00,3.00,0.00
"mining",508.00,3.00,0.00
"mining",509.00,3.00,0.00
"mining",510.00,3.00,0.00
"mining",511.00,3.00,0.00
"mining",512.00,3.00,0.00
"mining",513.00,3.00,0.00
"mining",514.00,3.00,0.00
"mining",515.00,3.00,0.00
"mining",516.00,3.00,0.00
"mining",517.00,3.00,0.00
"mining",518.00,3.00,0.00
"mining",519.00,3.00,0.00
"mining",520.00,3.00,0.00
"mining",521.00,3.00,0.00
"mining",522.00,3.00,0.00
"mining",523.00,3.00,0.00
"mining",524.00,3.00,0.00
"mining",525.00,3.00,0.00
"mining",526.00,3.00,0.00
"mining",527.00,3.00,0.00
"mining",528.00,3.00,0.00
"mining",529.00,3.00,0.00
"mining",530.00,3.00,0.00
"mining",531.00,3.00,0.00
"mining",532.00,3.00,0.00
"mining",533.00,3.00,0.00
"mining",534.00,3.00,0.00
"mining",535.00,3.00,0.00
"mining",536.00,3.00,0.00
"mining",537.00,3.00,0.00
"mining",538.00,3.00,0.00
"mining",539.00,3.00,0.00
"mining",540.00,3.00,0.00
"mining",541.00,3.00,0.00
"mining",542.00,3.00,0.00
"mining",543.00,3.00,0.00
"mining",544.00,3.00,0.00
"mining",545.00,3.00,0.00
"mining",546.00,3.00,0.00
"mining",547.00,3.00,0.00
"mining",548.00,3.00,0.00
"mining",549.00,3.00,0.00
"mining",550.00,3.00,0.00
"mining",551.00,3.00,0.00
"mining",552.00,3.00,0.00
"mining",553.00,3.00,0.00
"mining",554.00,3.00,0.00
"mining",555.00,3.00,0.00
"mining",556.00,3.00,0.00
"mining",557.00,3.00,0.00
"mining",558.00,3.00,0.00
"mining",559.00,3.00,0.00
"mining",560.00,3.00,0.00
"mining",561.00,3.00,0.00
"mining",562.00,3.00,0.00
"mining",563.00,3.00,0.00
"mining",564.00,3.00,0.00
"mining",565.00,3.00,0.00
"mining",566.00,3.00,0.00
"mining",567.00,3.00,0.00
"mining",568.00,3.00,0.00
"mining",569.00,3.00,0.00
"mining",570.00,3.00,0.00
"mining",571.00,3.00,0.00
"mining",572.00,3.00,0.00
"mining",573.00,3.00,0.00
"mining",574.00,3.00,0.00
"mining",575.00,3.00,0.00
"mining",576.00,3.00,0.00
"mining",577.00,3.00,0.00
"mining",578.00,3.00,0.00
"mining",579.00,3.00,0.00
"mining",580.00,3.00,0.00
"mining",581.00,3.00,0.00
"mining",582.00,3.00,0.00
"mining",583.00,3.00,0.00
"mining",584.00,3.00,0.00
"mining",585.00,3.00,0.00
"mining",586.00,3.00,0.00
"mining",587.00,3.00,0.00
"mining",588.00,3.00,0.00
"mining",589.00,3.00,0.00
"mining",590.00,3.00,0.00
"mining",591.00,3.00,0.00
"mining",592.00,3.00,0.00
"mining",593.00,3.00,0.00
"mining",594.00,3.00,0.00
"mining",595.00,3.00,0.00
"mining",596.00,3.00,0.00
"mining",597.00,3.00,0.00
"mining",598.00,3.00,0.00
"mining",599.00,3.00,0.00
"mining",600.00,3.00,0.00
"mining",601.00,3.00,0.00
"mining",602.00,3.00,0.00
"mining",603.00,3.00,0.00
"mining",604.00,3.00,0.00
"mining",605.00,3.00,0.00
"mining",606.00,3.00,0.00
"mining",607.00,3.00,0.00
"mining",608.00,3.00,0.00
"mining",609.00,3.00,0.00
"mining",610.00,3.00,0.00
"mining",611.00,3.00,0.00
"mining",612.00,3.00,0.00
"mining",613.00,3.00,0.00
"mining",614.00,3.00,0.00
"mining",615.00,3.00,0.00
"mining",616.00,3.00,0.00
"mining",617.00,3.00,0.00
"mining",618.00,3.00,0.00
"mining",619.00,3.00,0.00
"mining",620.00,3.00,0.00
"mining",621.00,3.00,0.00
"mining",622.00,3.00,0.00
"mining",623.00,3.00,0.00
"mining",624.00,3.00,0.00
"mining",625.00,3.00,0.00
"mining",626.00,3.00,0.00
"mining",627.00,3.00,0.00
"mining",628.00,3.00,0.00
"mining",629.00,3.00,0.00
"mining",630.00,3.00,0.00
"mining",631.00,3.00,0.00
"mining",632.00,3.00,0.00
"mining",633.00,3.00,0.00
"mining",634.00,3.00,0.00
"mining",635.00,3.00,0.00
"mining",636.00,3.00,0.00
"mining",637.00,3.00,0.00
"mining",638.00,3.00,0.00
"mining",639.00,3.00,0.00
"mining",640.00,3.00,0.00
"mining",641.00,3.00,0.00
"mining",642.00,3.00,0.00
"mining",643.00,3.00,0.00
"mining",644.00,3.00,0.00
"mining",645.00,3.00,0.00
"mining",646.00,3.00,0.00
"mining",647.00,3.00,0.00
"mining",648.00,3.00,0.00
"mining",649.00,3.00,0.00
"mining",650.00,3.00,0.00
"mining",651.00,3.00,0.00
"mining",652.00,3.00,0.00
"mining",653.00,3.00,0.00
"mining",654.00,3.00,0.00
"mining",655.00,3.00,0.00
"mining",656.00,3.00,0.00
"mining",657.00,3.00,0.00
"mining",658.00,3.00,0.00
"mining",659.00,3.00,0.00
"mining",660.00,3.00,0.00
"mining",661.00,3.00,0.00
"mining",662.00,3.00,0.00
"mining",663.00,3.00,0.00
"mining",664.00,3.00,0.00
"mining",665.00,3.00,0.00
"mining",666.00,3.00,0.00
"mining",667.00,3.00,0.00
"mining",668.00,3.00,0.00
"mining",669.00,3.00,0.00
"mining",670.00,3.00,0.00
"mining",671.00,3.00,0.00
"mining",672.00,3.00,0.00
"mining",673.00,3.00,0.00
"mining",674.00,3.00,0.00
"mining",675.00,3.00,0.00
"mining",676.00,3.00,0.00
"mining",677.00,3.00,0.00
"mining",678.00,3.00,0.00
"mining",679.00,3.00,0.00
"mining",680.00,3.00,0.00
"mining",681.00,3.00,0.00
"mining",682.00,3.00,0.00
"mining",683.00,3.00,0.00
"mining",684.00,3.00,0.00
"mining",685.00,3.00,0.00
"mining",686.00,3.00,0.00
"mining",687.00,3.00,0.00
"mining",688.00,3.00,0.00
"mining",689.00,3.00,0.00
"mining",690.00,3.00,0.00
"mining",691.00,3.00,0.00
"mining",692.00,3.00,0.00
"mining",693.00,3.00,0.00
"mining",694.00,3.00,0.00
"mining",695.00,3.00,0.00
"mining",696.00,3.00,0.00
"mining",697.00,3.00,0.00
"mining",698.00,3.00,0.00
"mining",699.00,3.00,0.00
"mining",700.00,3.00,0.00
"mining",701.00,3.00,0.00
"mining",702.00,3.00,0.00
"mining",703.00,3.00,0.00
"mining",704.00,3.00,0.00
"mining",705.00,3.00,0.00
"mining",706.00,3.00,0.00
"mining",707.00,3.00,0.00
"mining",708.00,3.00,0.00
"mining",709.00,3.00,0.00
"mining",710.00,3.00,0.00
"mining",711.00,3.00,0.00
"mining",712.00,3.00,0.00
"mining",713.00,3.00,0.00
"mining",714.00,3.00,0.00
"mining",715.00,3.00,0.00
"mining",716.00,3.00,0.00
"mining",717.00,3.00,0.00
"mining",718.00,3.00,0.00
"mining",719.00,3.00,0.00
"mining",720.00,3.00,0.00
"mining",721.00,3.00,0.00
"mining",722.00,3.00,0.00
"mining",723.00,3.00,0.00
"mining",724.00,3.00,0.00
"mining",725.00,3.00,0.00
"mining",726.00,3.00,0.00
"mining",727.00,3.00,0.00
"mining",728.00,3.00,0.00
"mining",729.00,3.00,0.00
"mining",730.00,3.00,0.00
"mining",731.00,3.00,0.00
"mining",732.00,3.00,0.00
"mining",733.00,3.00,0.00
"mining",734.00,3.00,0.00
"mining",735.00,3.00,0.00
"mining",736.00,3.00,0.00
"mining",737.00,3.00,0.00
"mining",738.00,3.00,0.00
"mining",739.00,3.00,0.00
"mining",740.00,3.00,0.00
"mining",741.00,3.00,0.00
"mining",742.00,3.00,0.00
"mining",743.00,3.00,0.00
"mining",744.00,3.00,0.00
"mining",745.00,3.00,0.00
"mining",746.00,3.00,0.00
"mining",747.00,3.00,0.00
"mining",748.00,3.00,0.00
"mining",749.00,3.00,0.00
"mining",750.00,3.00,0.00
"mining",751.00,3.00,0.00
"mining",752.00,3.00,0.00
"mining",753.00,3.00,0.00
"mining",754.00,3.00,0.00
"mining",755.00,3.00,0.00
"mining",756.00,3.00,0.00
"mining",757.00,3.00,0.00
"mining",758.00,3.00,0.00
"mining",759.00,3.00,0.00
"mining",760.00,3.00,0.00
"mining",761.00,3.00,0.00
"mining",762.00,3.00,0.00
"mining",763.00,3.00,0.00
"mining",764.00,3.00,0.00
"mining",765.00,3.00,0.00
"mining",766.00,3.00,0.00
"mining",767.00,3.00,0.00
"mining",768.00,3.00,0.00
"mining",769.00,3.00,0.00
"mining",770.00,3.00,0.00
"mining",771.00,3.00,0.00
"mining",772.00,3.00,0.00
"mining",773.00,3.00,0.00
"mining",774.00,3.00,0.00
"mining",775.00,3.00,0.00
"mining",776.00,3.00,0.00
"mining",777.00,3.00,0.00
"mining",778.00,3.00,0.00
"mining",779.00,3.00,0.00
"mining",780.00,3.00,0.00
"mining",781.00,3.00,0.00
"mining",782.00,3.00,0.00
"mining",783.00,3.00,0.00
"mining",784.00,3.00,0.00
"mining",785.00,3.00,0.00
"mining",786.00,3.00,0.00
"mining",787.00,3.00,0.00
"mining",788.00,3.00,0.00
"mining",789.00,3.00,0.00
"mining",790.00,3.00,0.00
"mining",791.00,3.00,0.00
"mining",792.00,3.00,0.00
"mining",793.00,3.00,0.00
"mining",794.00,3.00,0.00
"mining",795.00,3.00,0.00
"mining",796.00,3.00,0.00
"mining",797.00,3.00,0.00
"mining",798.00,3.00,0.00
"mining",799.00,3.00,0.00
"mining",800.00,3.00,0.00
"mining",801.00,3.00,0.00
"mining",802.00,3.00,0.00
"mining",803.00,3.00,0.00
"mining",804.00,3.00,0.00
"mining",805.00,3.00,0.00
"mining",806.00,3.00,0.00
"mining",807.00,3.00,0.00
"mining",808.00,3.00,0.00
"mining",809.00,3.00,0.00
"mining",810.00,3.00,0.00
"mining",811.00,3.00,0.00
"mining",812.00,3.00,0.00
"mining",813.00,3.00,0.00
"mining",814.00,3.00,0.00
"mining",815.00,3.00,0.00
"mining",816.00,3.00,0.00
"mining",817.00,3.00,0.00
"mining",818.00,3.00,0.00
"mining",819.00,3.00,0.00
"mining",820.00,3.00,0.00
"mining",821.00,3.00,0.00
"mining",822.00,3.00,0.00
"mining",823.00,3.00,0.00
"mining",824.00,3.00,0.00
"mining",825.00,3.00,0.00
"mining",826.00,3.00,0.00
"mining",827.00,3.00,0.00
"mining",828.00,3.00,0.00
"mining",829.00,3.00,0.00
"mining",830.00,3.00,0.00
"mining",831.00,3.00,0.00
"mining",832.00,3.00,0.00
"mining",833.00,3.00,0.00
"mining",834.00,3.00,0.00
"mining",835.00,3.00,0.00
"mining",836.00,3.00,0.00
"mining",837.00,3.00,0.00
"mining",838.00,3.00,0.00
"mining",839.00,3.00,0.00
"mining",840.00,3.00,0.00
"mining",841.00,3.00,0.00
"mining",842.00,3.00,0.00
"mining",843.00,3.00,0.00
"mining",844.00,3.00,0.00
"mining",845.00,3.00,0.00
"mining",846.00,3.00,0.00
"mining",847.00,3.00,0.00
"mining",848.00,3.00,0.00
"mining",849.00,3.00,0.00
"mining",850.00,3.00,0.00
"mining",851.00,3.00,0.00
"mining",852.00,3.00,0.00
"mining",853.00,3.00,0.00
"mining",854.00,3.00,0.00
"mining",855.00,3.00,0.00
"mining",856.00,3.00,0.00
"mining",857.00,3.00,0.00
"mining",858.00,3.00,0.00
"mining",859.00,3.00,0.00
"mining",860.00,3.00,0.00
"mining",861.00,3.00,0.00
"mining",862.00,3.00,0.00
"mining",863.00,3.00,0.00
"mining",864.00,3.00,0.00
"mining",865.00,3.00,0.00
"mining",866.00,3.00,0.00
"mining",867.00,3.00,0.00
"mining",868.00,3.00,0.00
"mining",869.00,3.00,0.00
"mining",870.00,3.00,0.00
"mining",871.00,3.00,0.00
"mining",872.00,3.00,0.00
"mining",873.00,3.00,0.00
"mining",874.00,3.00,0.00
"mining",875.00,3.00,0.00
"mining",876.00,3.00,0.00
"mining",877.00,3.00,0.00
"mining",878.00,3.00,0.00
"mining",879.00,3.00,0.00
"mining",880.00,3.00,0.00
"mining",881.00,3.00,0.00
"mining",882.00,3.00,0.00
"mining",883.00,3.00,0.00
"mining",884.00,3.00,0.00
"mining",885.00,3.00,0.00
"mining",886.00,3.00,0.00
"mining",887.00,3.00,0.00
"mining",888.00,3.00,0.00
"mining",889.00,3.00,0.00
"mining",890.00,3.00,0.00
"mining",891.00,3.00,0.00
"mining",892.00,3.00,0.00
"mining",893.00,3.00,0.00
"mining",894.00,3.00,0.00
"mining",895.00,3.00,0.00
"mining",896.00,3.00,0.00
"mining",897.00,3.00,0.00
"mining",898.00,3.00,0.00
"mining",899.00,3.00,0.00
"mining",900.00,3.00,0.00
"mining",901.00,3.00,0.00
"mining",902.00,3.00,0.00
"mining",903.00,3.00,0.00
"mining",904.00,3.00,0.00
"mining",905.00,3.00,0.00
"mining",906.00,3.00,0.00
"mining",907.00,3.00,0.00
"mining",908.00,3.00,0.00
"mining",909.00,3.00,0.00
"mining",910.00,3.00,0.00
"mining",911.00,3.00,0.00
"mining",912.00,3.00,0.00
"mining",913.00,3.00,0.00
"mining",914.00,3.00,0.00
"mining",915.00,3.00,0.00
"mining",916.00,3.00,0.00
"mining",917.00,3.00,0.00
"mining",918.00,3.00,0.00
"mining",919.00,3.00,0.00
"mining",920.00,3.00,0.00
"mining",921.00,3.00,0.00
"mining",922.00,3.00,0.00
"mining",923.00,3.00,0.00
"mining",924.00,3.00,0.00
"mining",925.00,3.00,0.00
"mining",926.00,3.00,0.00
"mining",927.00,3.00,0.00
"mining",928.00,3.00,0.00
"mining",929.00,3.00,0.00
"mining",930.00,3.00,0.00
"mining",931.00,3.00,0.00
"mining",932.00,3.00,0.00
"mining",933.00,3.00,0.00
"mining",934.00,3.00,0.00
"mining",935.00,3.00,0.00
"mining",936.00,3.00,0.00
"mining",937.00,3.00,0.00
"mining",938.00,3.00,0.00
"mining",939.00,3.00,0.00
"mining",940.00,3.00,0.00
"mining",941.00,3.00,0.00
"mining",942.00,3.00,0.00
"mining",943.00,3.00,0.00
"mining",944.00,3.00,0.00
"mining",945.00,3.00,0.00
"mining",946.00,3.00,0.00
"mining",947.00,3.00,0.00
"mining",948.00,3.00,0.00
"mining",949.00,3.00,0.00
"mining",950.00,3.00,0.00
"mining",951.00,3.00,0.00
"mining",952.00,3.00,0.00
"mining",953.00,3.00,0.00
"mining",954.00,3.00,0.00
"mining",955.00,3.00,0.00
"mining",956.00,3.00,0.00
"mining",957.00,3.00,0.00
"mining",958.00,3.00,0.00
"mining",959.00,3.00,0.00
"mining",960.00,3.00,0.00
"mining",961.00,3.00,0.00
"mining",962.00,3.00,0.00
"mining",963.00,3.00,0.00
"mining",964.00,3.00,0.00
"mining",965.00,3.00,0.00
"mining",966.00,3.00,0.00
"mining",967.00,3.00,0.00
"mining",968.00,3.00,0.00
"mining",969.00,3.00,0.00
"mining",970.00,3.00,0.00
"mining",971.00,3.00,0.00
"mining",972.00,3.00,0.00
"mining",973.00,3.00,0.00
"mining",974.00,3.00,0.00
"mining",975.00,3.00,0.00
"mining",976.00,3.00,0.00
"mining",977.00,3.00,0.00
"mining",978.00,3.00,0.00
"mining",979.00,3.00,0.00
"mining",980.00,3.00,0.00
"mining",981.00,3.00,0.00
"mining",982.00,3.00,0.00
"mining",983.00,3.00,0.00
"mining",984.00,3.00,0.00
"mining",985.00,3.00,0.00
"mining",986.00,3.00,0.00
"mining",987.00,3.00,0.00
"mining",988.00,3.00,0.00
"mining",989.00,3.00,0.00
"mining",990.00,3.00,0.00
"mining",991.00,3.00,0.00
"mining",992.00,3.00,0.00
"mining",993.00,3.00,0.00
"mining",994.00,3.00,0.00
"mining",995.00,3.00,0.00
"mining",996.00,3.00,0.00
"mining",997.00,3.00,0.00
"mining",998.00,3.00,0.00
"mining",999.00,3.00,0.00
"mining",1000.00,3.00,0.00
"mining",1001.00,3.00,0.00
"mining",1002.00,3.00,0.00
"mining",1003.00,3.00,0.00
"mining",1004.00,3.00,0.00
"mining",1005.00,3.00,0.00
"mining",1006.00,3.00,0.00
"mining",1007.00,3.00,0.00
"mining",1008.00,3.00,0.00
"mining",1009.00,3.00,0.00
"mining",1010.00,3.00,0.00
"mining",1011.00,3.00,0.00
"mining",1012.00,3.00,0.00
"mining",1013.00,3.00,0.00
"mining",1014.00,3.00,0.00
"mining",1015.00,3.00,0.00
"mining",1016.00,3.00,0.00
"mining",1017.00,3.00,0.00
"mining",1018.00,3.00,0.00
"mining",1019.00,3.00,0.00
"mining",1020.00,3.00,0.00
"mining",1021.00,3.00,0.00
"mining",1022.00,3.00,0.00
"mining",1023.00,3.00,0.00
"mining",1024.00,3.00,0.00
"mining",1025.00,3.00,0.00
"mining",1026.00,3.00,0.00
"mining",1027.00,3.00,0.00
"mining",1028.00,3.00,0.00
"mining",1029.00,3.00,0.00
"mining",1030.00,3.00,0.00
"mining",1031.00,3.00,0.00
"mining",1032.00,3.00,0.00
"mining",1033.00,3.00,0.00
"mining",1034.00,3.00,0.00
"mining",1035.00,3.00,0.00
"mining",1036.00,3.00,0.00
"mining",1037.00,3.00,0.00
"mining",1038.00,3.00,0.00
"mining",1039.00,3.00,0.00
"mining",1040.00,3.00,0.00
"mining",1041.00,3.00,0.00
"mining",1042.00,3.00,0.00
"mining",1043.00,3.00,0.00
"mining",1044.00,3.00,0.00
"mining",1045.00,3.00,0.00
"mining",1046.00,3.00,0.00
"mining",1047.00,3.00,0.00
"mining",1048.00,3.00,0.00
"mining",1049.00,3.00,0.00
"mining",1050.00,3.00,0.00
"mining",1051.00,3.00,0.00
"mining",1052.00,3.00,0.00
"mining",1053.00,3.00,0.00
"mining",1054.00,3.00,0.00
"mining",1055.00,3.00,0.00
"mining",1056.00,3.00,0.00
"mining",1057.00,3.00,0.00
"mining",1058.00,3.00,0.00
"mining",1059.00,3.00,0.00
"mining",1060.00,3.00,0.00
"mining",1061.00,3.00,0.00
"mining",1062.00,3.00,0.00
"mining",1063.00,3.00,0.00
"mining",1064.00,3.00,0.00
"mining",1065.00,3.00,0.00
"mining",1066.00,3.00,0.00
"mining",1067.00,3.00,0.00
"mining",1068.00,3.00,0.00
"mining",1069.00,3.00,0.00
"mining",1070.00,3.00,0.00
"mining",1071.00,3.00,0.00
"mining",1072.00,3.00,0.00
"mining",1073.00,3.00,0.00
"mining",1074.00,3.00,0.00
"mining",1075.00,3.00,0.00
"mining",1076.00,3.00,0.00
"mining",1077.00,3.00,0.00
"mining",1078.00,3.00,0.00
"mining",1079.00,3.00,0.00
"mining",1080.00,3.00,0.00
"mining",1081.00,3.00,0.00
"mining",1082.00,3.00,0.00
"mining",1083.00,3.00,0.00
"mining",1084.00,3.00,0.00
"mining",1085.00,3.00,0.00
"mining",1086.00,3.00,0.00
"mining",1087.00,3.00,0.00
"mining",1088.00,3.00,0.00
"mining",1089.00,3.00,0.00
"mining",1090.00,3.00,0.00
"mining",1091.00,3.00,0.00
"mining",1092.00,3.00,0.00
"mining",1093.00,3.00,0.00
"mining",1094.00,3.00,0.00
"mining",1095.00,3.00,0.00
"mining",1096.00,3.00,0.00
"mining",1097.00,3.00,0.00
"mining",1098.00,3.00,0.00
"mining",1099.00,3.00,0.00
"mining",1100.00,3.00,0.00
"mining",1101.00,3.00,0.00
"mining",1102.00,3.00,0.00
"mining",1103.00,3.00,0.00
"mining",1104.00,3.00,0.00
"mining",1105.00,3.00,0.00
"mining",1106.00,3.00,0.00
"mining",1107.00,3.00,0.00
"mining",1108.00,3.00,0.00
"mining",1109.00,3.00,0.00
"mining",1110.00,3.00,0.00
"mining",1111.00,3.00,0.00
"mining",1112.00,3.00,0.00
"mining",1113.00,3.00,0.00
"mining",1114.00,3.00,0.00
"mining",1115.00,3.00,0.00
"mining",1116.00,3.00,0.00
"mining",1117.00,3.00,0.00
"mining",1118.00,3.00,0.00
"mining",1119.00,3.00,0.00
"mining",1120.00,3.00,0.00
"mining",1121.00,3.00,0.00
"mining",1122.00,3.00,0.00
"mining",1123.00,3.00,0.00
"mining",1124.00,3.00,0.00
"mining",1125.00,3.00,0.00
"mining",1126.00,3.00,0.00
"mining",1127.00,3.00,0.00
"mining",1128.00,3.00,0.00
"mining",1129.00,3.00,0.00
"mining",1130.00,3.00,0.00
"mining",1131.00,3.00,0.00
"mining",1132.00,3.00,0.00
"mining",1133.00,3.00,0.00
"mining",1134.00,3.00,0.00
"mining",1135.00,3.00,0.00
"mining",1136.00,3.00,0.00
"mining",1137.00,3.00,0.00
"mining",1138.00,3.00,0.00
"mining",1139.00,3.00,0.00
"mining",1140.00,3.00,0.00
"mining",1141.00,3.00,0.00
"mining",1142.00,3.00,0.00
"mining",1143.00,3.00,0.00
"mining",1144.00,3.00,0.00
"mining",1145.00,3.00,0.00
"mining",1146.00,3.00,0.00
"mining",1147.00,3.00,0.00
"mining",1148.00,3.00,0.00
"mining",1149.00,3.00,0.00
"mining",1150.00,3.00,0.00
"mining",1151.00,3.00,0.00
"mining",1152.00,3.00,0.00
"mining",1153.00,3.00,0.00
"mining",1154.00,3.00,0.00
"mining",1155.00,3.00,0.00
"mining",1156.00,3.00,0.00
"mining",1157.00,3.00,0.00
"mining",1158.00,3.00,0.00
"mining",1159.00,3.00,0.00
"mining",1160.00,3.00,0.00
"mining",1161.00,3.00,0.00
"mining",1162.00,3.00,0.00
"mining",1163.00,3.00,0.00
"mining",1164.00,3.00,0.00
"mining",1165.00,3.00,0.00
"mining",1166.00,3.00,0.00
"mining",1167.00,3.00,0.00
"mining",1168.00,3.00,0.00
"mining",1169.00,3.00,0.00
"mining",1170.00,3.00,0.00
"mining",1171.00,3.00,0.00
"mining",1172.00,3.00,0.00
"mining",1173.00,3.00,0.00
"mining",1174.00,3.00,0.00
"mining",1175.00,3.00,0.00
"mining",1176.00,3.00,0.00
"mining",1177.00,3.00,0.00
"mining",1178.00,3.00,0.00
"mining",1179.00,3.00,0.00
"mining",1180.00,3.00,0.00
"mining",1181.00,3.00,0.00
"mining",1182.00,3.00,0.00
"mining",1183.00,3.00,0.00
"mining",1184.00,3.00,0.00
"mining",1185.00,3.00,0.00
"mining",1186.00,3.00,0.00
"mining",1187.00,3.00,0.00
"mining",1188.00,3.00,0.00
"mining",1189.00,3.00,0.00
"mining",1190.00,3.00,0.00
"mining",1191.00,3.00,0.00
"mining",1192.00,3.00,0.00
"mining",1193.00,3.00,0.00
"mining",1194.00,3.00,0.00
"mining",1195.00,3.00,0.00
"mining",1196.00,3.00,0.00
"mining",1197.00,3.00,0.00
"mining",1198.00,3.00,0.00
"mining",1199.00,3.00,0.00
"mining",1200.00,3.00,0.00
"mining",1201.00,3.00,0.00
"mining",1202.00,3.00,0.00
"mining",1203.00,3.00,0.00
"mining",1204.00,3.00,0.00
