"hour","heat_demand","mining_revenue","total_heating_cost_per_hour","electric_heating_cost_per_hour","electric_heat_supply_per_hour","gas_heating_cost_per_hour","gas_heat_supply_per_hour","mining_heating_cost_per_hour","mining_heat_supply_per_hour"
348.00,2.46,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.46
349.00,2.38,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.38
350.00,2.35,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.35
351.00,2.31,0.84,0.23,0.00,0.00,0.00,0.00,0.23,2.31
352.00,2.28,0.83,0.23,0.00,0.00,0.00,0.00,0.23,2.28
353.00,2.27,0.83,0.23,0.00,0.00,0.00,0.00,0.23,2.27
354.00,2.39,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.39
355.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
356.00,2.64,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.64
357.00,2.62,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.62
358.00,2.67,0.97,0.27,0.00,0.00,0.00,0.00,0.27,2.67
359.00,2.59,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.59
360.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
361.00,2.60,0.95,0.26,0.00,0.00,0.00,0.00,0.26,2.60
362.00,2.53,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.53
363.00,2.50,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.50
364.00,2.51,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.51
365.00,2.52,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.52
366.00,2.54,0.93,0.25,0.00,0.00,0.00,0.00,0.25,2.54
367.00,2.59,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.59
368.00,2.74,1.00,0.27,0.00,0.00,0.00,0.00,0.27,2.74
369.00,2.95,1.07,0.29,0.00,0.00,0.00,0.00,0.29,2.95
370.00,3.10,1.09,0.31,0.01,0.10,0.00,0.00,0.30,3.00
371.00,3.05,1.09,0.30,0.00,0.05,0.00,0.00,0.30,3.00
372.00,2.87,1.05,0.29,0.00,0.00,0.00,0.00,0.29,2.87
373.00,2.77,1.01,0.28,0.00,0.00,0.00,0.00,0.28,2.77
374.00,2.78,1.01,0.28,0.00,0.00,0.00,0.00,0.28,2.78
375.00,2.74,1.00,0.27,0.00,0.00,0.00,0.00,0.27,2.74
376.00,2.74,1.00,0.27,0.00,0.00,0.00,0.00,0.27,2.74
377.00,2.83,1.03,0.28,0.00,0.00,0.00,0.00,0.28,2.83
378.00,2.96,1.08,0.30,0.00,0.00,0.00,0.00,0.30,2.96
379.00,3.04,1.09,0.30,0.00,0.04,0.00,0.00,0.30,3.00
380.00,3.01,1.09,0.30,0.00,0.01,0.00,0.00,0.30,3.00
381.00,2.87,1.05,0.29,0.00,0.00,0.00,0.00,0.29,2.87
382.00,2.73,0.99,0.27,0.00,0.00,0.00,0.00,0.27,2.73
383.00,2.64,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.64
384.00,2.59,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.59
385.00,2.59,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.59
386.00,2.57,0.93,0.26,0.00,0.00,0.00,0.00,0.26,2.57
387.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
388.00,2.52,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.52
389.00,2.52,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.52
390.00,2.52,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.52
391.00,2.57,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.57
392.00,2.74,1.00,0.27,0.00,0.00,0.00,0.00,0.27,2.74
393.00,2.95,1.08,0.30,0.00,0.00,0.00,0.00,0.30,2.95
394.00,3.19,1.09,0.32,0.02,0.19,0.00,0.00,0.30,3.00
395.00,3.19,1.09,0.32,0.02,0.19,0.00,0.00,0.30,3.00
396.00,3.09,1.09,0.31,0.01,0.09,0.00,0.00,0.30,3.00
397.00,2.90,1.06,0.29,0.00,0.00,0.00,0.00,0.29,2.90
398.00,2.78,1.01,0.28,0.00,0.00,0.00,0.00,0.28,2.78
399.00,2.61,0.95,0.26,0.00,0.00,0.00,0.00,0.26,2.61
400.00,2.48,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.48
401.00,2.44,0.89,0.24,0.00,0.00,0.00,0.00,0.24,2.44
402.00,2.51,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.51
403.00,2.65,0.97,0.27,0.00,0.00,0.00,0.00,0.27,2.65
404.00,2.74,1.00,0.27,0.00,0.00,0.00,0.00,0.27,2.74
405.00,2.78,1.01,0.28,0.00,0.00,0.00,0.00,0.28,2.78
406.00,2.81,1.02,0.28,0.00,0.00,0.00,0.00,0.28,2.81
407.00,2.75,1.00,0.28,0.00,0.00,0.00,0.00,0.28,2.75
408.00,2.64,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.64
409.00,1.82,0.66,0.18,0.00,0.00,0.00,0.00,0.18,1.82
410.00,1.78,0.65,0.18,0.00,0.00,0.00,0.00,0.18,1.78
411.00,1.76,0.64,0.18,0.00,0.00,0.00,0.00,0.18,1.76
412.00,1.79,0.65,0.18,0.00,0.00,0.00,0.00,0.18,1.79
413.00,1.82,0.66,0.18,0.00,0.00,0.00,0.00,0.18,1.82
414.00,1.96,0.72,0.20,0.00,0.00,0.00,0.00,0.20,1.96
415.00,2.18,0.79,0.22,0.00,0.00,0.00,0.00,0.22,2.18
416.00,2.31,0.84,0.23,0.00,0.00,0.00,0.00,0.23,2.31
417.00,2.26,0.82,0.23,0.00,0.00,0.00,0.00,0.23,2.26
418.00,2.10,0.77,0.21,0.00,0.00,0.00,0.00,0.21,2.10
419.00,1.97,0.72,0.20,0.00,0.00,0.00,0.00,0.20,1.97
420.00,1.86,0.68,0.19,0.00,0.00,0.00,0.00,0.19,1.86
421.00,1.78,0.65,0.18,0.00,0.00,0.00,0.00,0.18,1.78
422.00,1.75,0.64,0.18,0.00,0.00,0.00,0.00,0.18,1.75
423.00,1.72,0.63,0.17,0.00,0.00,0.00,0.00,0.17,1.72
424.00,1.70,0.62,0.17,0.00,0.00,0.00,0.00,0.17,1.70
425.00,1.70,0.62,0.17,0.00,0.00,0.00,0.00,0.17,1.70
426.00,1.82,0.66,0.18,0.00,0.00,0.00,0.00,0.18,1.82
427.00,1.94,0.70,0.19,0.00,0.00,0.00,0.00,0.19,1.94
428.00,2.08,0.76,0.21,0.00,0.00,0.00,0.00,0.21,2.08
429.00,2.06,0.75,0.21,0.00,0.00,0.00,0.00,0.21,2.06
430.00,2.10,0.76,0.21,0.00,0.00,0.00,0.00,0.21,2.10
431.00,2.02,0.74,0.20,0.00,0.00,0.00,0.00,0.20,2.02
432.00,1.92,0.70,0.19,0.00,0.00,0.00,0.00,0.19,1.92
433.00,1.97,0.72,0.20,0.00,0.00,0.00,0.00,0.20,1.97
434.00,1.92,0.70,0.19,0.00,0.00,0.00,0.00,0.19,1.92
435.00,1.90,0.69,0.19,0.00,0.00,0.00,0.00,0.19,1.90
436.00,1.94,0.71,0.19,0.00,0.00,0.00,0.00,0.19,1.94
437.00,1.97,0.72,0.20,0.00,0.00,0.00,0.00,0.20,1.97
438.00,2.11,0.77,0.21,0.00,0.00,0.00,0.00,0.21,2.11
439.00,2.33,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.33
440.00,2.46,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.46
441.00,2.41,0.88,0.24,0.00,0.00,0.00,0.00,0.24,2.41
442.00,2.25,0.82,0.22,0.00,0.00,0.00,0.00,0.22,2.25
443.00,2.10,0.77,0.21,0.00,0.00,0.00,0.00,0.21,2.10
444.00,2.00,0.73,0.20,0.00,0.00,0.00,0.00,0.20,2.00
445.00,1.91,0.69,0.19,0.00,0.00,0.00,0.00,0.19,1.91
446.00,1.88,0.68,0.19,0.00,0.00,0.00,0.00,0.19,1.88
447.00,1.84,0.67,0.18,0.00,0.00,0.00,0.00,0.18,1.84
448.00,1.82,0.66,0.18,0.00,0.00,0.00,0.00,0.18,1.82
449.00,1.83,0.67,0.18,0.00,0.00,0.00,0.00,0.18,1.83
450.00,1.96,0.71,0.20,0.00,0.00,0.00,0.00,0.20,1.96
451.00,2.07,0.75,0.21,0.00,0.00,0.00,0.00,0.21,2.07
452.00,2.22,0.81,0.22,0.00,0.00,0.00,0.00,0.22,2.22
453.00,2.21,0.80,0.22,0.00,0.00,0.00,0.00,0.22,2.21
454.00,2.25,0.82,0.22,0.00,0.00,0.00,0.00,0.22,2.25
455.00,2.17,0.79,0.22,0.00,0.00,0.00,0.00,0.22,2.17
456.00,2.07,0.75,0.21,0.00,0.00,0.00,0.00,0.21,2.07
457.00,2.40,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.40
458.00,2.34,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.34
459.00,2.32,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.32
460.00,2.36,0.86,0.24,0.00,0.00,0.00,0.00,0.24,2.36
461.00,2.39,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.39
462.00,2.53,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.53
463.00,2.75,1.00,0.28,0.00,0.00,0.00,0.00,0.28,2.75
464.00,2.89,1.05,0.29,0.00,0.00,0.00,0.00,0.29,2.89
465.00,2.85,1.04,0.28,0.00,0.00,0.00,0.00,0.28,2.85
466.00,2.71,0.98,0.27,0.00,0.00,0.00,0.00,0.27,2.71
467.00,2.57,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.57
468.00,2.46,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.46
469.00,2.38,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.38
470.00,2.35,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.35
471.00,2.31,0.84,0.23,0.00,0.00,0.00,0.00,0.23,2.31
472.00,2.28,0.83,0.23,0.00,0.00,0.00,0.00,0.23,2.28
473.00,2.27,0.83,0.23,0.00,0.00,0.00,0.00,0.23,2.27
474.00,2.39,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.39
475.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
476.00,2.64,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.64
477.00,2.62,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.62
478.00,2.67,0.97,0.27,0.00,0.00,0.00,0.00,0.27,2.67
479.00,2.59,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.59
480.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
481.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
482.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
483.00,2.47,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.47
484.00,2.50,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.50
485.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
486.00,2.68,0.97,0.27,0.00,0.00,0.00,0.00,0.27,2.68
487.00,2.90,1.06,0.29,0.00,0.00,0.00,0.00,0.29,2.90
488.00,3.04,1.09,0.30,0.00,0.04,0.00,0.00,0.30,3.00
489.00,2.99,1.09,0.30,0.00,0.00,0.00,0.00,0.30,2.99
490.00,2.85,1.04,0.29,0.00,0.00,0.00,0.00,0.29,2.85
491.00,2.72,0.99,0.27,0.00,0.00,0.00,0.00,0.27,2.72
492.00,2.62,0.95,0.26,0.00,0.00,0.00,0.00,0.26,2.62
493.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
494.00,2.50,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.50
495.00,2.46,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.46
496.00,2.43,0.89,0.24,0.00,0.00,0.00,0.00,0.24,2.43
497.00,2.43,0.88,0.24,0.00,0.00,0.00,0.00,0.24,2.43
498.00,2.54,0.93,0.25,0.00,0.00,0.00,0.00,0.25,2.54
499.00,2.65,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.65
500.00,2.79,1.02,0.28,0.00,0.00,0.00,0.00,0.28,2.79
501.00,2.78,1.01,0.28,0.00,0.00,0.00,0.00,0.28,2.78
502.00,2.81,1.02,0.28,0.00,0.00,0.00,0.00,0.28,2.81
503.00,2.74,1.00,0.27,0.00,0.00,0.00,0.00,0.27,2.74
504.00,2.64,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.64
505.00,2.40,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.40
506.00,2.34,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.34
507.00,2.32,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.32
508.00,2.36,0.86,0.24,0.00,0.00,0.00,0.00,0.24,2.36
509.00,2.39,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.39
510.00,2.53,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.53
511.00,2.75,1.00,0.28,0.00,0.00,0.00,0.00,0.28,2.75
512.00,2.89,1.05,0.29,0.00,0.00,0.00,0.00,0.29,2.89
513.00,2.85,1.04,0.28,0.00,0.00,0.00,0.00,0.28,2.85
514.00,2.71,0.98,0.27,0.00,0.00,0.00,0.00,0.27,2.71
515.00,2.57,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.57
516.00,2.46,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.46
517.00,2.38,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.38
518.00,2.35,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.35
519.00,2.31,0.84,0.23,0.00,0.00,0.00,0.00,0.23,2.31
520.00,2.28,0.83,0.23,0.00,0.00,0.00,0.00,0.23,2.28
521.00,2.27,0.83,0.23,0.00,0.00,0.00,0.00,0.23,2.27
522.00,2.39,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.39
523.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
524.00,2.64,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.64
525.00,2.62,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.62
526.00,2.67,0.97,0.27,0.00,0.00,0.00,0.00,0.27,2.67
527.00,2.59,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.59
528.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
529.00,2.31,0.84,0.23,0.00,0.00,0.00,0.00,0.23,2.31
530.00,2.24,0.82,0.22,0.00,0.00,0.00,0.00,0.22,2.24
531.00,2.21,0.81,0.22,0.00,0.00,0.00,0.00,0.22,2.21
532.00,2.22,0.81,0.22,0.00,0.00,0.00,0.00,0.22,2.22
533.00,2.23,0.81,0.22,0.00,0.00,0.00,0.00,0.22,2.23
534.00,2.26,0.82,0.23,0.00,0.00,0.00,0.00,0.23,2.26
535.00,2.30,0.84,0.23,0.00,0.00,0.00,0.00,0.23,2.30
536.00,2.46,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.46
537.00,2.66,0.97,0.27,0.00,0.00,0.00,0.00,0.27,2.66
538.00,2.81,1.02,0.28,0.00,0.00,0.00,0.00,0.28,2.81
539.00,2.75,1.00,0.28,0.00,0.00,0.00,0.00,0.28,2.75
540.00,2.57,0.93,0.26,0.00,0.00,0.00,0.00,0.26,2.57
541.00,2.46,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.46
542.00,2.47,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.47
543.00,2.42,0.88,0.24,0.00,0.00,0.00,0.00,0.24,2.42
544.00,2.43,0.88,0.24,0.00,0.00,0.00,0.00,0.24,2.43
545.00,2.51,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.51
546.00,2.65,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.65
547.00,2.74,1.00,0.27,0.00,0.00,0.00,0.00,0.27,2.74
548.00,2.70,0.98,0.27,0.00,0.00,0.00,0.00,0.27,2.70
549.00,2.57,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.57
550.00,2.44,0.89,0.24,0.00,0.00,0.00,0.00,0.24,2.44
551.00,2.35,0.86,0.24,0.00,0.00,0.00,0.00,0.24,2.35
552.00,2.29,0.83,0.23,0.00,0.00,0.00,0.00,0.23,2.29
553.00,2.59,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.59
554.00,2.57,0.93,0.26,0.00,0.00,0.00,0.00,0.26,2.57
555.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
556.00,2.52,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.52
557.00,2.52,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.52
558.00,2.52,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.52
559.00,2.57,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.57
560.00,2.74,1.00,0.27,0.00,0.00,0.00,0.00,0.27,2.74
561.00,2.95,1.08,0.30,0.00,0.00,0.00,0.00,0.30,2.95
562.00,3.19,1.09,0.32,0.02,0.19,0.00,0.00,0.30,3.00
563.00,3.19,1.09,0.32,0.02,0.19,0.00,0.00,0.30,3.00
564.00,3.09,1.09,0.31,0.01,0.09,0.00,0.00,0.30,3.00
565.00,2.90,1.06,0.29,0.00,0.00,0.00,0.00,0.29,2.90
566.00,2.78,1.01,0.28,0.00,0.00,0.00,0.00,0.28,2.78
567.00,2.61,0.95,0.26,0.00,0.00,0.00,0.00,0.26,2.61
568.00,2.48,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.48
569.00,2.44,0.89,0.24,0.00,0.00,0.00,0.00,0.24,2.44
570.00,2.51,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.51
571.00,2.65,0.97,0.27,0.00,0.00,0.00,0.00,0.27,2.65
572.00,2.74,1.00,0.27,0.00,0.00,0.00,0.00,0.27,2.74
573.00,2.78,1.01,0.28,0.00,0.00,0.00,0.00,0.28,2.78
574.00,2.81,1.02,0.28,0.00,0.00,0.00,0.00,0.28,2.81
575.00,2.75,1.00,0.28,0.00,0.00,0.00,0.00,0.28,2.75
576.00,2.64,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.64
577.00,2.40,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.40
578.00,2.34,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.34
579.00,2.32,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.32
580.00,2.36,0.86,0.24,0.00,0.00,0.00,0.00,0.24,2.36
581.00,2.39,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.39
582.00,2.53,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.53
583.00,2.75,1.00,0.28,0.00,0.00,0.00,0.00,0.28,2.75
584.00,2.89,1.05,0.29,0.00,0.00,0.00,0.00,0.29,2.89
585.00,2.85,1.04,0.28,0.00,0.00,0.00,0.00,0.28,2.85
586.00,2.71,0.98,0.27,0.00,0.00,0.00,0.00,0.27,2.71
587.00,2.57,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.57
588.00,2.46,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.46
589.00,2.38,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.38
590.00,2.35,0.85,0.23,0.00,0.00,0.00,0.00,0.23,2.35
591.00,2.31,0.84,0.23,0.00,0.00,0.00,0.00,0.23,2.31
592.00,2.28,0.83,0.23,0.00,0.00,0.00,0.00,0.23,2.28
593.00,2.27,0.83,0.23,0.00,0.00,0.00,0.00,0.23,2.27
594.00,2.39,0.87,0.24,0.00,0.00,0.00,0.00,0.24,2.39
595.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
596.00,2.64,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.64
597.00,2.62,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.62
598.00,2.67,0.97,0.27,0.00,0.00,0.00,0.00,0.27,2.67
599.00,2.59,0.94,0.26,0.00,0.00,0.00,0.00,0.26,2.59
600.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
601.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
602.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
603.00,2.47,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.47
604.00,2.50,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.50
605.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
606.00,2.68,0.97,0.27,0.00,0.00,0.00,0.00,0.27,2.68
607.00,2.90,1.06,0.29,0.00,0.00,0.00,0.00,0.29,2.90
608.00,3.04,1.09,0.30,0.00,0.04,0.00,0.00,0.30,3.00
609.00,2.99,1.09,0.30,0.00,0.00,0.00,0.00,0.30,2.99
610.00,2.85,1.04,0.29,0.00,0.00,0.00,0.00,0.29,2.85
611.00,2.72,0.99,0.27,0.00,0.00,0.00,0.00,0.27,2.72
612.00,2.62,0.95,0.26,0.00,0.00,0.00,0.00,0.26,2.62
613.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
614.00,2.50,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.50
615.00,2.46,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.46
616.00,2.43,0.89,0.24,0.00,0.00,0.00,0.00,0.24,2.43
617.00,2.43,0.88,0.24,0.00,0.00,0.00,0.00,0.24,2.43
618.00,2.54,0.93,0.25,0.00,0.00,0.00,0.00,0.25,2.54
619.00,2.65,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.65
620.00,2.79,1.02,0.28,0.00,0.00,0.00,0.00,0.28,2.79
621.00,2.78,1.01,0.28,0.00,0.00,0.00,0.00,0.28,2.78
622.00,2.81,1.02,0.28,0.00,0.00,0.00,0.00,0.28,2.81
623.00,2.74,1.00,0.27,0.00,0.00,0.00,0.00,0.27,2.74
624.00,2.64,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.64
625.00,3.03,1.09,0.30,0.00,0.03,0.00,0.00,0.30,3.00
626.00,2.98,1.08,0.30,0.00,0.00,0.00,0.00,0.30,2.98
627.00,2.95,1.08,0.30,0.00,0.00,0.00,0.00,0.30,2.95
628.00,3.00,1.09,0.30,0.00,0.00,0.00,0.00,0.30,3.00
629.00,3.03,1.09,0.30,0.00,0.03,0.00,0.00,0.30,3.00
630.00,3.17,1.09,0.32,0.02,0.17,0.00,0.00,0.30,3.00
631.00,3.40,1.09,0.34,0.04,0.40,0.00,0.00,0.30,3.00
632.00,3.54,1.09,0.35,0.05,0.54,0.00,0.00,0.30,3.00
633.00,3.49,1.09,0.35,0.05,0.49,0.00,0.00,0.30,3.00
634.00,3.34,1.09,0.33,0.03,0.34,0.00,0.00,0.30,3.00
635.00,3.20,1.09,0.32,0.02,0.20,0.00,0.00,0.30,3.00
636.00,3.08,1.09,0.31,0.01,0.08,0.00,0.00,0.30,3.00
637.00,2.98,1.09,0.30,0.00,0.00,0.00,0.00,0.30,2.98
638.00,2.94,1.07,0.29,0.00,0.00,0.00,0.00,0.29,2.94
639.00,2.90,1.06,0.29,0.00,0.00,0.00,0.00,0.29,2.90
640.00,2.87,1.05,0.29,0.00,0.00,0.00,0.00,0.29,2.87
641.00,2.87,1.05,0.29,0.00,0.00,0.00,0.00,0.29,2.87
642.00,2.98,1.09,0.30,0.00,0.00,0.00,0.00,0.30,2.98
643.00,3.10,1.09,0.31,0.01,0.10,0.00,0.00,0.30,3.00
644.00,3.26,1.09,0.33,0.03,0.26,0.00,0.00,0.30,3.00
645.00,3.26,1.09,0.33,0.03,0.26,0.00,0.00,0.30,3.00
646.00,3.30,1.09,0.33,0.03,0.30,0.00,0.00,0.30,3.00
647.00,3.22,1.09,0.32,0.02,0.22,0.00,0.00,0.30,3.00
648.00,3.11,1.09,0.31,0.01,0.11,0.00,0.00,0.30,3.00
649.00,3.54,1.09,0.35,0.05,0.54,0.00,0.00,0.30,3.00
650.00,3.50,1.09,0.35,0.05,0.50,0.00,0.00,0.30,3.00
651.00,3.48,1.09,0.35,0.05,0.48,0.00,0.00,0.30,3.00
652.00,3.53,1.09,0.35,0.05,0.53,0.00,0.00,0.30,3.00
653.00,3.55,1.09,0.36,0.06,0.55,0.00,0.00,0.30,3.00
654.00,3.70,1.09,0.37,0.07,0.70,0.00,0.00,0.30,3.00
655.00,3.93,1.09,0.39,0.09,0.93,0.00,0.00,0.30,3.00
656.00,4.07,1.09,0.41,0.11,1.07,0.00,0.00,0.30,3.00
657.00,4.02,1.09,0.40,0.10,1.02,0.00,0.00,0.30,3.00
658.00,3.87,1.09,0.39,0.09,0.87,0.00,0.00,0.30,3.00
659.00,3.71,1.09,0.37,0.07,0.71,0.00,0.00,0.30,3.00
660.00,3.57,1.09,0.36,0.06,0.57,0.00,0.00,0.30,3.00
661.00,3.46,1.09,0.35,0.05,0.46,0.00,0.00,0.30,3.00
662.00,3.41,1.09,0.34,0.04,0.41,0.00,0.00,0.30,3.00
663.00,3.37,1.09,0.34,0.04,0.37,0.00,0.00,0.30,3.00
664.00,3.34,1.09,0.33,0.03,0.34,0.00,0.00,0.30,3.00
665.00,3.34,1.09,0.33,0.03,0.34,0.00,0.00,0.30,3.00
666.00,3.46,1.09,0.35,0.05,0.46,0.00,0.00,0.30,3.00
667.00,3.58,1.09,0.36,0.06,0.58,0.00,0.00,0.30,3.00
668.00,3.76,1.09,0.38,0.08,0.76,0.00,0.00,0.30,3.00
669.00,3.77,1.09,0.38,0.08,0.77,0.00,0.00,0.30,3.00
670.00,3.83,1.09,0.38,0.08,0.83,0.00,0.00,0.30,3.00
671.00,3.74,1.09,0.37,0.07,0.74,0.00,0.00,0.30,3.00
672.00,3.63,1.09,0.36,0.06,0.63,0.00,0.00,0.30,3.00
673.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
674.00,2.49,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.49
675.00,2.47,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.47
676.00,2.50,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.50
677.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
678.00,2.68,0.97,0.27,0.00,0.00,0.00,0.00,0.27,2.68
679.00,2.90,1.06,0.29,0.00,0.00,0.00,0.00,0.29,2.90
680.00,3.04,1.09,0.30,0.00,0.04,0.00,0.00,0.30,3.00
681.00,2.99,1.09,0.30,0.00,0.00,0.00,0.00,0.30,2.99
682.00,2.85,1.04,0.29,0.00,0.00,0.00,0.00,0.29,2.85
683.00,2.72,0.99,0.27,0.00,0.00,0.00,0.00,0.27,2.72
684.00,2.62,0.95,0.26,0.00,0.00,0.00,0.00,0.26,2.62
685.00,2.54,0.92,0.25,0.00,0.00,0.00,0.00,0.25,2.54
686.00,2.50,0.91,0.25,0.00,0.00,0.00,0.00,0.25,2.50
687.00,2.46,0.90,0.25,0.00,0.00,0.00,0.00,0.25,2.46
688.00,2.43,0.89,0.24,0.00,0.00,0.00,0.00,0.24,2.43
689.00,2.43,0.88,0.24,0.00,0.00,0.00,0.00,0.24,2.43
690.00,2.54,0.93,0.25,0.00,0.00,0.00,0.00,0.25,2.54
691.00,2.65,0.96,0.26,0.00,0.00,0.00,0.00,0.26,2.65
692.00,2.79,1.02,0.28,0.00,0.00,0.00,0.00,0.28,2.79
693.00,2.78,1.01,0.28,0.00,0.00,0.00,0.00,0.28,2.78
694.00,2.81,1.02,0.28,0.00,0.00,0.00,0.00,0.28,2.81
