Germany_Stuttgart,1,2.77261
Germany_Stuttgart,2,2.7357829
Germany_Stuttgart,3,2.696913
Germany_Stuttgart,4,2.6822667
Germany_Stuttgart,5,2.6766417
Germany_Stuttgart,6,2.6757925
Germany_Stuttgart,7,2.7465544
Germany_Stuttgart,8,2.9654727
Germany_Stuttgart,9,3.2447276
Germany_Stuttgart,10,3.5497181
Germany_Stuttgart,11,3.5251238
Germany_Stuttgart,12,3.3793018
Germany_Stuttgart,13,3.1081696
Germany_Stuttgart,14,2.9490821
Germany_Stuttgart,15,2.7206106
Germany_Stuttgart,16,2.5484152
Germany_Stuttgart,17,2.5225186
Germany_Stuttgart,18,2.643931
Germany_Stuttgart,19,2.844463
Germany_Stuttgart,20,2.9727192
Germany_Stuttgart,21,3.032256
Germany_Stuttgart,22,3.07354
Germany_Stuttgart,23,2.9870973
Germany_Stuttgart,24,2.829583
Germany_Stuttgart,25,2.7816281
Germany_Stuttgart,26,2.6897492
Germany_Stuttgart,27,2.6508791
Germany_Stuttgart,28,2.6638532
Germany_Stuttgart,29,2.6766417
Germany_Stuttgart,30,2.7126193
Germany_Stuttgart,31,2.7741745
Germany_Stuttgart,32,2.9654727
Germany_Stuttgart,33,3.2355192
Germany_Stuttgart,34,3.4208226
Germany_Stuttgart,35,3.3225758
Germany_Stuttgart,36,3.0846846
Germany_Stuttgart,37,2.9332395
Germany_Stuttgart,38,2.9490821
Germany_Stuttgart,39,2.8955407
Germany_Stuttgart,40,2.9166849
Germany_Stuttgart,41,3.0473037
Germany_Stuttgart,42,3.2515783
Germany_Stuttgart,43,3.3784544
Germany_Stuttgart,44,3.3317807
Germany_Stuttgart,45,3.151943
Germany_Stuttgart,46,2.972266
Germany_Stuttgart,47,2.8397899
Germany_Stuttgart,48,2.765261
Germany_Stuttgart,49,3.9952106
Germany_Stuttgart,50,3.950026
Germany_Stuttgart,51,3.9123502
Germany_Stuttgart,52,3.8988976
Germany_Stuttgart,53,3.8896909
Germany_Stuttgart,54,3.8936174
Germany_Stuttgart,55,3.973931
Germany_Stuttgart,56,4.2071767
Germany_Stuttgart,57,4.491207
Germany_Stuttgart,58,4.8212705
Germany_Stuttgart,59,4.802646
Germany_Stuttgart,60,4.6436906
Germany_Stuttgart,61,4.377334
Germany_Stuttgart,62,4.2027254
Germany_Stuttgart,63,3.97306
Germany_Stuttgart,64,3.7853432
Germany_Stuttgart,65,3.7498953
Germany_Stuttgart,66,3.853398
Germany_Stuttgart,67,4.0455728
Germany_Stuttgart,68,4.1774106
Germany_Stuttgart,69,4.244111
Germany_Stuttgart,70,4.2925587
Germany_Stuttgart,71,4.20134
Germany_Stuttgart,72,4.041438
Germany_Stuttgart,73,3.699106
Germany_Stuttgart,74,3.6264267
Germany_Stuttgart,75,3.598083
Germany_Stuttgart,76,3.649078
Germany_Stuttgart,77,3.6949859
Germany_Stuttgart,78,3.8873527
Germany_Stuttgart,79,4.1978345
Germany_Stuttgart,80,4.3838534
Germany_Stuttgart,81,4.3192196
Germany_Stuttgart,82,4.129276
Germany_Stuttgart,83,3.9440823
Germany_Stuttgart,84,3.7910964
Germany_Stuttgart,85,3.673239
Germany_Stuttgart,86,3.631451
Germany_Stuttgart,87,3.5731342
Germany_Stuttgart,88,3.5363073
Germany_Stuttgart,89,3.5293286
Germany_Stuttgart,90,3.6832945
Germany_Stuttgart,91,3.8246586
Germany_Stuttgart,92,4.025377
Germany_Stuttgart,93,4.012455
Germany_Stuttgart,94,4.075734
Germany_Stuttgart,95,3.9652517
Germany_Stuttgart,96,3.8191125
Germany_Stuttgart,97,4.144448
Germany_Stuttgart,98,4.0801263
Germany_Stuttgart,99,4.0470066
Germany_Stuttgart,100,4.103971
Germany_Stuttgart,101,4.1451035
Germany_Stuttgart,102,4.3386645
Germany_Stuttgart,103,4.6575036
Germany_Stuttgart,104,4.8447165
Germany_Stuttgart,105,4.7788887
Germany_Stuttgart,106,4.5746174
Germany_Stuttgart,107,4.3846483
Germany_Stuttgart,108,4.216141
Germany_Stuttgart,109,4.0863442
Germany_Stuttgart,110,4.0302286
Germany_Stuttgart,111,3.9731061
Germany_Stuttgart,112,3.9362793
Germany_Stuttgart,113,3.9328823
Germany_Stuttgart,114,4.0880423
Germany_Stuttgart,115,4.2473154
Germany_Stuttgart,116,4.4599733
Germany_Stuttgart,117,4.4613786
Germany_Stuttgart,118,4.5258517
Germany_Stuttgart,119,4.4153695
Germany_Stuttgart,120,4.2632604
Germany_Stuttgart,121,4.144448
Germany_Stuttgart,122,4.0801263
Germany_Stuttgart,123,4.0470066
Germany_Stuttgart,124,4.103971
Germany_Stuttgart,125,4.1451035
Germany_Stuttgart,126,4.3386645
Germany_Stuttgart,127,4.6575036
Germany_Stuttgart,128,4.8447165
Germany_Stuttgart,129,4.7788887
Germany_Stuttgart,130,4.5746174
Germany_Stuttgart,131,4.3846483
Germany_Stuttgart,132,4.216141
Germany_Stuttgart,133,4.0863442
Germany_Stuttgart,134,4.0302286
Germany_Stuttgart,135,3.9731061
Germany_Stuttgart,136,3.9362793
Germany_Stuttgart,137,3.9328823
Germany_Stuttgart,138,4.0880423
