"found minimum of total cost(lower,level,upper,marginal)","-INF",1822.51,"+INF",0.00
"sum_of_heat_supply",37794.66
"sum_of_heat_drain",216.67
"sum_of_mining_revenue",10865.03
"sum_of_produced_power_pv",0.00
"sum_of_used_power_pv",0.00
"sum_of_pv_revenue",0.00
"sum_of_heating_cost",8606.03
"sum_of_capital_investment",8474.00
"sum_of_capital_cost",9841.93
"mining_revenue_per_kwh",0.33
